"id","length","S2_Ctrl1","S2_Auxin1","S2_Ctrl2","S2_Auxin2","Chd1_Ctrl1","Chd1_Auxin1","Chd1_Ctrl2","Chd1_Auxin2"
"FBgn0035273",1306,35,60,41,51,72,71,69,66
"FBgn0035280",2529,1,3,4,1,0,1,6,2
"FBgn0035281",1804,4,3,2,0,5,14,7,13
"FBgn0035282",4677,1,5,3,1,15,25,21,32
"FBgn0035283",1883,310,616,269,305,750,886,891,846
"FBgn0035285",4062,166,330,173,159,665,866,706,948
"FBgn0035286",1546,121,278,136,126,264,270,264,323
"FBgn0035287",6491,43,85,41,42,246,256,237,220
"FBgn0035290",16790,4,17,14,8,9,16,14,18
"FBgn0035294",1805,119,227,112,120,219,265,265,283
"FBgn0035295",2698,141,280,120,115,208,191,249,283
"FBgn0035298",3663,181,361,182,176,590,587,658,726
"FBgn0035300",2648,9,10,12,7,56,133,53,75
"FBgn0035308",10663,57,125,68,50,103,81,91,104
"FBgn0035309",1559,161,272,153,128,421,451,506,488
"FBgn0035311",1130,13,13,8,10,69,26,59,28
"FBgn0035312",1338,60,121,78,51,509,213,571,241
"FBgn0035313",1747,1,1,1,1,4,1,3,2
"FBgn0035317",5608,8,17,11,15,31,42,35,37
"FBgn0035318",1793,272,515,248,237,675,784,769,837
"FBgn0035321",4680,63,133,64,56,479,451,473,347
"FBgn0035323",697,40,71,37,48,80,109,112,143
"FBgn0035331",23107,3,10,1,2,10,16,20,11
"FBgn0035332",2130,1,4,5,1,2,2,1,2
"FBgn0035333",4097,163,281,155,156,444,500,480,587
"FBgn0035334",678,79,147,58,66,201,190,215,242
"FBgn0035335",861,82,144,46,74,207,202,235,266
"FBgn0035336",2761,192,387,155,165,187,203,216,231
"FBgn0035337",1073,103,194,97,111,75,116,89,119
"FBgn0035343",948,6,6,4,3,22,16,30,19
"FBgn0035344",2190,29,46,29,21,173,104,129,82
"FBgn0035346",3810,2467,4767,2882,2455,13371,11189,15979,11355
"FBgn0035348",4235,188,434,232,220,1494,930,1605,1019
"FBgn0035355",946,14,44,23,24,61,53,39,46
"FBgn0035356",1206,16,38,14,18,72,83,69,76
"FBgn0035357",10270,168,380,186,177,714,838,773,875
"FBgn0035358",1241,75,184,79,95,272,326,254,324
"FBgn0035359",1825,9,10,13,8,24,26,25,44
"FBgn0035360",2158,40,96,40,31,101,166,129,144
"FBgn0035370",1394,328,532,259,264,415,502,436,502
"FBgn0035371",3860,181,323,163,168,510,618,509,692
"FBgn0035372",1448,58,121,47,55,146,201,180,192
"FBgn0035374",1207,152,265,141,153,228,243,227,266
"FBgn0035375",3756,154,258,127,131,278,318,343,329
"FBgn0035379",8526,33,74,32,34,8,84,6,51
"FBgn0035380",1631,2,5,4,5,3,5,3,9
"FBgn0035382",2255,1,5,5,3,3,13,6,4
"FBgn0035383",2530,229,414,169,199,549,424,709,487
"FBgn0035384",984,0,5,1,0,2,3,2,5
"FBgn0035385",10145,6,7,6,4,7,5,3,3
"FBgn0035388",5274,475,865,378,360,1369,1369,1657,1746
"FBgn0035390",2700,231,393,182,187,967,949,997,1153
"FBgn0035392",2393,161,314,158,160,332,277,369,272
"FBgn0035393",764,80,138,67,74,189,214,196,224
"FBgn0035397",19274,520,1134,542,569,1871,1976,2014,2030
"FBgn0035398",15974,1506,3012,1653,1797,6500,5739,7607,5423
"FBgn0035400",15424,854,1854,824,746,2500,2441,2635,2841
"FBgn0035401",1477,215,402,209,185,454,570,579,635
"FBgn0035402",2954,444,737,342,410,688,818,828,989
"FBgn0035405",2029,243,430,192,220,471,545,508,596
"FBgn0035407",2465,183,393,189,175,447,561,514,555
"FBgn0035409",932,40,71,45,31,67,68,75,63
"FBgn0035410",5764,78,138,58,54,258,272,241,279
"FBgn0035412",544,4,4,1,3,10,13,19,14
"FBgn0035413",646,17,27,11,18,29,52,30,29
"FBgn0035414",1870,120,199,88,115,203,230,195,229
"FBgn0035415",587,460,807,480,495,303,333,353,439
"FBgn0035420",7929,364,698,343,353,681,909,820,986
"FBgn0035421",1770,209,438,183,207,414,531,431,571
"FBgn0035422",2050,1007,1873,843,893,1738,2029,1782,2001
"FBgn0035423",1310,264,505,223,276,816,913,806,1036
"FBgn0035424",11767,1240,2373,1023,1112,2439,3407,2594,3426
"FBgn0035425",2774,265,508,224,247,628,865,680,992
"FBgn0035426",1021,113,211,89,92,16,297,19,266
"FBgn0035427",10307,7,4,5,4,13,12,19,11
"FBgn0035428",5220,6,8,7,8,12,12,16,8
"FBgn0035429",10658,5,10,7,6,13,13,23,14
"FBgn0035430",7542,9,14,9,9,40,34,40,33
"FBgn0035431",3777,2,8,5,5,30,45,33,35
"FBgn0035432",10302,643,1289,548,631,1372,1637,1230,1718
"FBgn0035434",364,0,0,1,0,8,12,6,4
"FBgn0035435",1205,28,76,31,30,84,88,92,116
"FBgn0035436",2935,4,2,3,3,4,5,2,1
"FBgn0035437",6847,274,541,259,214,794,944,969,1063
"FBgn0035438",2362,454,849,451,411,1719,1950,2102,2309
"FBgn0035439",3119,106,211,105,85,374,494,483,547
"FBgn0035440",1860,63,98,51,58,274,324,311,374
"FBgn0035443",2368,175,297,164,166,596,481,705,561
"FBgn0035444",1236,240,496,196,207,1142,936,1206,1010
"FBgn0035445",1816,207,449,128,144,2208,1150,3010,1450
"FBgn0035449",3287,178,316,178,179,631,487,712,457
"FBgn0035452",3053,237,453,291,245,179,597,154,591
"FBgn0035453",1301,4,10,1,3,19,41,24,35
"FBgn0035455",1367,28,11,1,3,16,5,15,11
"FBgn0035458",1509,13,20,14,9,16,26,18,18
"FBgn0035461",2628,9,20,9,14,22,28,25,23
"FBgn0035462",2381,135,239,100,108,361,503,407,499
"FBgn0035464",2696,252,486,212,238,356,493,488,504
"FBgn0035468",1605,3,9,4,5,15,18,14,15
"FBgn0035469",599,50,93,54,53,129,168,131,164
"FBgn0035470",1713,100,171,78,101,242,315,273,324
"FBgn0035471",1544,743,1353,782,716,1438,1782,1641,1858
"FBgn0035473",2080,254,443,223,200,352,393,459,372
"FBgn0035475",1933,162,275,150,153,375,491,464,514
"FBgn0035476",1502,1,0,0,1,7,6,4,14
"FBgn0035477",4569,1,4,2,1,9,10,16,19
"FBgn0035478",797,1,0,2,1,0,2,1,4
"FBgn0035480",1358,2,3,3,7,10,13,15,14
"FBgn0035481",10521,3,12,2,6,18,20,16,18
"FBgn0035482",3153,133,261,128,131,321,390,387,388
"FBgn0035483",2045,59,80,48,43,183,230,162,208
"FBgn0035484",3312,36,69,31,42,149,188,159,156
"FBgn0035488",2960,593,1203,555,646,936,1013,1142,1190
"FBgn0035490",13065,3,14,3,6,7,16,10,16
"FBgn0035491",748,2,1,0,0,2,3,1,3
"FBgn0035495",5126,4,2,2,6,11,16,13,11
"FBgn0035496",1138,21,42,10,22,114,114,112,130
"FBgn0035497",8914,203,484,224,244,1931,2011,2003,2036
"FBgn0035498",3553,491,893,419,393,1947,1952,2214,2131
"FBgn0035499",8100,1192,2296,1056,1033,2817,2783,2753,2871
"FBgn0035501",3778,124,259,96,117,258,344,297,450
"FBgn0035504",3412,4,11,4,6,21,30,18,36
"FBgn0035505",9044,3,4,2,3,18,19,14,24
"FBgn0035508",3515,38,85,40,47,107,135,113,118
"FBgn0035510",1341,14,21,13,10,31,34,40,38
"FBgn0035511",661,2,16,7,5,16,22,19,22
"FBgn0035512",952,15,21,17,14,43,34,37,38
"FBgn0035513",1036,11,16,15,13,23,27,28,31
"FBgn0035515",2431,54,84,44,50,97,150,108,136
"FBgn0035517",1278,219,383,176,175,560,659,663,662
"FBgn0035518",3162,345,660,294,293,640,625,640,659
"FBgn0035519",2214,119,216,100,121,254,313,308,353
"FBgn0035520",1174,51,136,63,62,132,199,161,200
"FBgn0035521",760,1,4,3,2,1,5,1,4
"FBgn0035522",14060,5,12,10,8,65,64,63,78
"FBgn0035523",3624,72,142,83,85,217,268,250,275
"FBgn0035524",1314,217,428,176,177,383,389,334,383
"FBgn0035526",3015,547,902,523,515,1163,1365,1154,1451
"FBgn0035528",1039,135,282,173,182,369,405,377,519
"FBgn0035529",951,96,179,71,89,384,457,383,543
"FBgn0035532",1155,194,350,172,208,505,516,481,581
"FBgn0035533",41612,1074,2302,1265,1023,2771,3014,3086,3280
"FBgn0035534",694,54,92,38,52,130,151,127,159
"FBgn0035537",965,39,63,24,42,79,96,73,83
"FBgn0035538",12739,2,5,4,4,6,15,12,22
"FBgn0035539",18740,139,250,133,111,432,653,498,860
"FBgn0035540",1682,142,334,132,181,366,470,357,493
"FBgn0035541",933,139,329,106,149,342,362,320,379
"FBgn0035542",13706,321,577,296,310,1942,1950,2135,2148
"FBgn0035543",4960,15,22,8,19,14,52,8,41
"FBgn0035550",2028,2,2,0,0,3,4,0,1
"FBgn0035551",1205,0,0,0,2,5,2,6,4
"FBgn0035552",1562,0,1,4,0,1,3,4,3
"FBgn0035553",5805,4,7,6,1,3,7,4,6
"FBgn0035557",6101,92,208,99,125,179,246,162,184
"FBgn0035558",11407,1550,3007,1456,1493,2640,2180,2794,2118
"FBgn0035567",1188,3,3,0,0,4,1,3,0
"FBgn0035571",1346,1,2,0,0,8,9,9,7
"FBgn0035572",826,0,1,0,3,1,1,2,3
"FBgn0035574",103471,18,47,32,27,133,149,150,139
"FBgn0035575",2198,7,16,5,7,11,10,16,17
"FBgn0035577",4500,67,96,51,50,134,144,135,144
"FBgn0035578",2318,122,295,177,135,344,1530,365,1912
"FBgn0035581",34481,32,39,17,20,22,31,28,38
"FBgn0035582",1607,0,4,0,0,4,2,4,2
"FBgn0035583",1970,3,5,2,0,0,2,0,1
"FBgn0035584",767,2,1,0,0,3,4,4,0
"FBgn0035586",1982,110,198,127,130,157,178,177,217
"FBgn0035587",2365,64,112,61,65,93,100,121,115
"FBgn0035588",1207,109,181,104,85,234,225,263,264
"FBgn0035589",855,190,330,168,194,305,332,342,386
"FBgn0035590",744,43,90,41,48,105,158,133,164
"FBgn0035591",2304,110,243,122,125,260,321,297,391
"FBgn0035592",545,21,52,17,20,20,31,30,39
"FBgn0035593",1800,199,364,145,160,244,280,280,305
"FBgn0035594",742,3,7,5,7,7,4,9,1
"FBgn0035598",2149,24,33,22,24,31,35,29,48
"FBgn0035600",2588,347,722,341,362,590,719,691,794
"FBgn0035601",3342,252,477,195,234,590,677,662,768
"FBgn0035603",668,244,485,203,236,344,390,351,404
"FBgn0035604",4036,1,4,2,0,2,6,4,5
"FBgn0035607",3874,2,4,0,1,1,10,5,4
"FBgn0035608",1436,16,57,20,19,166,2287,174,2582
"FBgn0035610",16921,2,2,1,2,13,13,11,9
"FBgn0035611",1792,1,0,0,0,3,3,3,2
"FBgn0035612",12749,10,19,2,10,30,42,25,32
"FBgn0035617",6722,663,1197,583,606,1168,1521,1285,1625
"FBgn0035619",2532,28,49,32,32,69,81,86,72
"FBgn0035620",1881,160,259,132,151,212,237,262,243
"FBgn0035621",1136,7,6,7,1,9,22,13,10
"FBgn0035622",2884,396,718,376,411,733,1028,945,1166
"FBgn0035623",2401,46,90,44,67,82,151,108,191
"FBgn0035624",1139,98,175,77,85,250,389,316,449
"FBgn0035625",21112,4,6,9,4,10,8,8,13
"FBgn0035626",2704,52,95,53,55,903,421,1060,486
"FBgn0035627",2548,65,139,67,63,294,306,281,300
"FBgn0035630",3740,1051,1936,1073,1046,1633,1601,1771,1735
"FBgn0035631",1239,432,716,310,361,675,785,842,879
"FBgn0035632",1778,140,284,115,131,291,291,360,424
"FBgn0035636",3504,4,7,4,1,39,70,30,62
"FBgn0035638",2139,6,17,9,10,15,16,11,18
"FBgn0035639",1256,436,872,422,436,449,581,564,580
"FBgn0035640",959,289,516,263,269,413,489,483,441
"FBgn0035641",2018,17,32,13,17,11,14,11,18
"FBgn0035642",2156,20,34,14,12,8,10,11,15
"FBgn0035643",1787,4,23,3,13,14,13,9,14
"FBgn0035644",1745,234,432,188,193,252,250,215,214
"FBgn0035645",1758,4,4,5,2,6,6,7,7
"FBgn0035647",2489,1,1,1,0,2,6,2,5
"FBgn0035648",10160,0,2,1,3,2,2,2,4
"FBgn0035649",3412,1,0,2,2,9,12,9,15
"FBgn0035656",8463,213,365,201,213,1434,964,1731,1012
"FBgn0035657",1576,0,2,1,0,1,4,0,6
"FBgn0035661",1413,1,1,0,1,3,1,6,1
"FBgn0035665",934,1,3,2,2,4,1,3,3
"FBgn0035666",895,2,6,0,1,1,1,4,2
"FBgn0035667",951,2,4,2,3,3,2,1,8
"FBgn0035669",1721,10,21,10,14,12,23,23,16
"FBgn0035670",1539,4,10,3,9,3,7,4,2
"FBgn0035673",1401,93,198,74,107,230,286,330,318
"FBgn0035674",1756,182,371,139,172,501,578,591,604
"FBgn0035675",723,60,105,52,57,103,111,114,137
"FBgn0035676",5770,11,33,16,13,54,49,55,47
"FBgn0035677",9306,19,29,20,16,50,67,51,57
"FBgn0035678",1126,22,61,29,21,53,55,76,62
"FBgn0035679",1544,168,337,159,164,252,287,323,288
"FBgn0035686",776,2,1,2,2,6,10,4,10
"FBgn0035687",1556,6,10,2,2,30,30,25,46
"FBgn0035688",8965,294,602,279,328,585,741,718,729
"FBgn0035689",4694,157,280,116,154,385,570,442,555
"FBgn0035690",3153,227,421,179,176,383,468,417,515
"FBgn0035691",2305,67,146,61,65,146,169,176,173
"FBgn0035692",1056,211,385,198,193,313,401,394,480
"FBgn0035693",3304,68,124,43,48,235,258,236,247
"FBgn0035694",557,1,11,3,0,3,5,6,4
"FBgn0035695",5746,1,7,3,0,6,10,5,11
"FBgn0035696",10733,4,8,0,1,171,217,141,293
"FBgn0035697",1338,1,5,4,0,4,11,6,9
"FBgn0035699",23067,88,194,131,83,146,403,167,315
"FBgn0035702",2258,61,135,66,63,114,107,119,135
"FBgn0035703",2530,91,119,63,77,229,307,276,281
"FBgn0035704",4068,223,453,221,205,395,476,522,532
"FBgn0035708",9789,358,671,332,307,785,773,845,829
"FBgn0035710",14195,38,99,48,37,327,495,325,470
"FBgn0035711",4141,0,0,3,0,1,3,4,4
"FBgn0035713",8327,1560,2881,1438,1486,2454,2535,2636,2624
"FBgn0035714",1117,211,357,175,202,490,558,533,594
"FBgn0035715",2481,331,675,375,388,848,858,924,942
"FBgn0035719",6458,93,144,74,84,317,332,356,309
"FBgn0035720",6414,609,1004,596,586,1207,1365,1251,1588
"FBgn0035721",1450,73,190,105,94,209,229,248,303
"FBgn0035722",1163,29,58,34,35,67,80,89,108
"FBgn0035724",2638,15,24,19,18,46,64,38,44
"FBgn0035725",1014,26,71,24,25,86,101,109,97
"FBgn0035726",2009,120,206,134,132,553,677,653,867
"FBgn0035727",889,88,162,68,71,195,238,236,228
"FBgn0035730",994,2,3,1,0,3,5,5,3
"FBgn0035733",18533,2,1,3,1,15,19,7,15
"FBgn0035741",2214,1,2,0,1,3,3,0,2
"FBgn0035750",1454,2,1,2,0,5,5,3,2
"FBgn0035751",1323,4,7,3,1,8,10,11,7
"FBgn0035753",1149,536,1096,483,522,1248,1222,1386,1335
"FBgn0035754",999,137,252,98,126,333,373,408,441
"FBgn0035756",46705,1,2,0,0,8,13,6,6
"FBgn0035760",1144,40,82,31,30,91,98,90,102
"FBgn0035761",2313,114,204,87,129,214,292,225,286
"FBgn0035762",2637,281,487,224,260,983,1473,1200,1676
"FBgn0035763",2570,424,802,430,389,1412,1611,1573,1821
"FBgn0035766",3899,402,779,356,338,588,642,578,649
"FBgn0035767",3300,120,235,191,136,523,562,452,510
"FBgn0035768",1426,48,77,44,44,82,120,75,108
"FBgn0035769",3136,166,239,148,120,286,322,284,356
"FBgn0035770",2989,628,1305,631,630,5545,6524,5443,6680
"FBgn0035771",3806,291,504,301,289,913,972,955,1083
"FBgn0035772",4677,539,981,449,464,1189,1189,1224,1212
"FBgn0035776",2267,95,181,96,94,156,182,192,207
"FBgn0035777",5272,5,7,1,1,6,13,3,7
"FBgn0035780",1602,2,0,0,1,2,1,3,2
"FBgn0035781",1850,3,1,0,0,2,6,1,6
"FBgn0035782",659,2,2,0,4,4,6,8,7
"FBgn0035785",2460,0,0,0,1,2,2,2,6
"FBgn0035789",1952,1,1,0,1,4,3,0,1
"FBgn0035791",1621,4,16,6,11,138,94,125,93
"FBgn0035793",6331,177,310,138,154,309,302,319,276
"FBgn0035797",4258,2,3,4,2,5,7,1,10
"FBgn0035798",6890,2,2,3,3,7,20,8,8
"FBgn0035799",3795,1,1,0,3,6,6,7,9
"FBgn0035800",2391,3,2,2,2,1,5,3,5
"FBgn0035802",46483,233,457,271,247,1484,633,1642,747
"FBgn0035805",851,60,129,66,63,195,295,256,322
"FBgn0035806",721,149,275,158,164,126,181,140,233
"FBgn0035807",2887,323,676,263,333,532,661,595,686
"FBgn0035811",2123,843,1817,821,831,2478,2582,2869,2786
"FBgn0035812",6575,344,641,258,354,872,1044,990,1198
"FBgn0035813",4388,3,9,2,6,6,18,7,18
"FBgn0035815",9792,1,17,1,4,3,9,11,10
"FBgn0035816",3209,2,4,3,1,5,15,12,8
"FBgn0035817",760,1,3,3,1,0,1,1,4
"FBgn0035823",1130,43,90,42,57,160,219,163,185
"FBgn0035824",1301,135,277,121,120,293,362,305,312
"FBgn0035825",1457,169,345,208,192,432,498,471,494
"FBgn0035827",886,175,338,141,124,333,368,376,417
"FBgn0035829",717,90,157,81,84,109,123,108,153
"FBgn0035830",1444,162,346,179,151,332,441,383,441
"FBgn0035831",846,185,374,170,173,277,390,349,426
"FBgn0035833",4152,275,592,254,267,635,799,709,881
"FBgn0035838",1789,84,149,74,82,174,223,215,224
"FBgn0035839",920,56,101,52,55,165,196,196,214
"FBgn0035842",6070,158,292,140,121,337,465,385,448
"FBgn0035844",9946,156,280,131,140,255,319,250,272
"FBgn0035845",5204,2,2,2,3,2,11,9,12
"FBgn0035847",1840,5,1,3,5,16,14,11,20
"FBgn0035848",2447,103,194,99,119,367,382,445,348
"FBgn0035849",3311,123,212,123,117,252,291,342,399
"FBgn0035850",4262,223,367,191,203,685,790,779,869
"FBgn0035851",5304,148,260,135,147,425,501,478,582
"FBgn0035852",1595,55,123,44,54,119,140,128,138
"FBgn0035853",2141,285,540,231,215,434,518,477,606
"FBgn0035854",1285,184,293,151,149,337,352,358,354
"FBgn0035855",1340,12,27,21,9,46,43,40,23
"FBgn0035856",554,2,2,0,0,4,4,12,6
"FBgn0035857",1733,2,5,0,2,3,2,4,1
"FBgn0035861",8788,2,3,1,2,1,2,7,1
"FBgn0035865",5042,4,6,4,2,6,4,9,3
"FBgn0035866",1339,110,185,119,108,254,279,277,324
"FBgn0035867",2278,122,204,129,95,208,316,257,274
"FBgn0035868",1696,46,59,30,28,78,146,108,154
"FBgn0035870",1645,56,129,75,61,216,328,250,322
"FBgn0035871",1797,99,198,87,84,420,546,473,649
"FBgn0035872",5010,352,657,349,322,741,843,765,842
"FBgn0035873",1518,1,4,1,3,1,6,3,6
"FBgn0035875",1924,3,1,2,0,5,3,1,2
"FBgn0035876",1226,96,141,67,78,197,178,169,156
"FBgn0035877",2092,103,171,91,88,358,440,414,458
"FBgn0035878",1962,299,532,285,278,578,641,627,684
"FBgn0035879",5719,306,571,255,276,665,688,781,774
"FBgn0035880",3942,114,202,83,104,243,336,277,394
"FBgn0035886",838,5,5,1,7,17,10,21,18
"FBgn0035887",830,3,4,0,3,5,4,4,4
"FBgn0035888",6296,298,445,263,296,212,236,233,249
"FBgn0035890",1901,169,294,115,145,185,229,235,240
"FBgn0035896",6336,95,179,98,86,353,435,361,376
"FBgn0035900",2295,204,376,184,199,429,518,374,517
"FBgn0035901",3005,186,400,168,170,171,228,200,259
"FBgn0035902",1048,58,113,45,55,157,188,173,192
"FBgn0035903",5972,105,166,103,96,204,335,196,336
"FBgn0035904",1411,95,167,114,100,226,243,208,288
"FBgn0035906",2073,182,400,206,178,671,705,600,765
"FBgn0035907",1125,31,63,20,35,83,124,107,149
"FBgn0035909",3037,551,932,428,461,911,1047,1050,1070
"FBgn0035911",1672,103,222,104,133,369,396,395,355
"FBgn0035914",12418,4,16,5,1,25,20,15,24
"FBgn0035915",2240,7,13,8,8,33,27,21,18
"FBgn0035916",1863,81,107,59,71,213,232,256,269
"FBgn0035917",14443,9,17,9,8,54,59,51,59
"FBgn0035918",2561,183,369,163,173,169,204,172,200
"FBgn0035921",1907,3,6,4,4,8,4,11,8
"FBgn0035922",3867,8,16,7,0,14,9,5,23
"FBgn0035923",4785,290,616,406,467,285,466,306,510
"FBgn0035924",1179,2,7,0,0,8,6,4,8
"FBgn0035926",402,2,9,4,2,9,7,8,9
"FBgn0035928",1803,2,5,5,2,11,40,21,33
"FBgn0035929",625,0,2,0,0,2,2,3,4
"FBgn0035931",1403,0,3,4,1,7,8,4,13
"FBgn0035932",764,0,4,4,0,27,15,19,18
"FBgn0035933",871,0,3,1,0,3,8,11,4
"FBgn0035934",10797,16,28,12,14,46,50,46,55
"FBgn0035936",19567,16,26,11,17,61,78,42,62
"FBgn0035941",2065,14,15,13,12,33,44,44,55
"FBgn0035942",3496,59,132,66,75,165,249,180,267
"FBgn0035943",1463,2,1,1,3,2,11,8,8
"FBgn0035944",1343,112,221,99,103,232,275,251,377
"FBgn0035945",3225,127,246,126,130,486,605,482,609
"FBgn0035947",2356,494,841,395,465,752,823,841,843
"FBgn0035948",2486,60,148,74,70,137,176,148,180
"FBgn0035949",1418,3,2,2,2,10,28,7,36
"FBgn0035951",2426,52,139,63,66,204,267,251,288
"FBgn0035952",1160,37,66,31,43,119,124,101,104
"FBgn0035953",4383,182,365,197,181,427,487,472,456
"FBgn0035954",2054,1,2,3,1,7,9,20,16
"FBgn0035955",1215,1,2,0,0,2,2,3,5
"FBgn0035956",6561,1,2,1,0,7,4,3,3
"FBgn0035957",1286,0,2,1,1,9,14,12,19
"FBgn0035959",5537,245,410,175,167,693,860,820,866
"FBgn0035960",1363,50,98,47,50,127,159,144,162
"FBgn0035964",1357,555,1042,491,487,1444,1984,1650,2105
"FBgn0035965",1473,76,121,59,64,148,154,139,223
"FBgn0035968",5789,68,138,77,43,279,516,334,626
"FBgn0035969",3377,2,6,5,2,44,26,36,29
"FBgn0035971",1114,0,0,2,2,5,1,1,3
"FBgn0035975",4005,340,700,432,391,1579,1455,1756,1666
"FBgn0035976",9527,742,1485,781,612,2675,3003,2391,3027
"FBgn0035977",1881,737,1555,734,736,5471,5257,5949,6017
"FBgn0035978",8069,430,812,413,423,1203,1333,1244,1353
"FBgn0035980",891,109,190,79,102,209,206,178,199
"FBgn0035981",2924,233,461,217,222,550,690,544,710
"FBgn0035982",864,13,23,37,22,46,82,50,90
"FBgn0035983",12401,595,1181,639,588,2131,2587,2689,2772
"FBgn0035985",1378,5,40,16,24,51,50,55,51
"FBgn0035986",4654,101,228,92,83,509,558,536,590
"FBgn0035988",1634,44,65,24,37,71,108,92,103
"FBgn0035989",13163,1104,1838,1091,1061,2665,2891,2943,2856
"FBgn0035993",2212,238,385,173,178,320,358,387,376
"FBgn0035995",3922,157,268,140,128,486,564,541,703
"FBgn0035996",1028,36,58,21,25,147,238,177,289
"FBgn0035997",3479,579,1027,517,588,979,1205,1106,1309
"FBgn0035998",1328,74,160,75,73,210,289,243,323
"FBgn0035999",3053,137,219,133,128,324,391,327,392
"FBgn0036000",1431,189,396,174,161,554,587,569,624
"FBgn0036004",9493,564,1053,517,537,903,1062,932,1058
"FBgn0036005",1343,278,565,285,313,470,545,489,615
"FBgn0036007",10774,1192,2095,1137,1069,5422,3991,5490,3791
"FBgn0036008",2766,162,350,181,161,608,693,628,852
"FBgn0036009",2320,3,3,1,2,4,3,3,7
"FBgn0036010",1755,2,7,0,1,5,2,4,2
"FBgn0036014",1354,1,11,2,3,9,8,8,7
"FBgn0036015",836,2,2,1,3,4,6,5,4
"FBgn0036016",1026,0,3,2,1,3,5,4,5
"FBgn0036018",3085,372,663,347,367,722,799,794,840
"FBgn0036019",1878,125,230,115,126,462,621,464,652
"FBgn0036020",3120,172,317,127,128,432,507,521,538
"FBgn0036022",910,38,57,24,37,48,76,43,52
"FBgn0036023",870,20,36,21,26,37,45,34,57
"FBgn0036024",901,37,83,43,43,59,66,60,45
"FBgn0036028",1860,47,117,54,63,134,138,131,131
"FBgn0036029",1080,89,193,96,92,181,206,243,159
"FBgn0036030",13122,395,695,372,288,1789,1256,1933,1428
"FBgn0036031",3079,15,22,10,11,77,95,69,91
"FBgn0036032",5999,441,729,371,392,1212,1146,1296,1206
"FBgn0036035",1359,197,355,152,176,301,418,342,540
"FBgn0036036",1137,70,142,71,61,165,267,161,270
"FBgn0036038",3284,196,363,178,181,492,763,608,828
"FBgn0036039",2756,118,252,109,137,348,386,380,388
"FBgn0036040",2570,115,167,113,106,164,199,224,210
"FBgn0036043",22923,1349,2856,1555,1440,4410,3268,5085,3301
"FBgn0036044",9755,2,5,2,6,11,8,9,11
"FBgn0036046",743,2,1,0,0,1,2,2,3
"FBgn0036052",2507,128,246,128,132,312,333,373,380
"FBgn0036053",4133,1006,1769,729,807,2015,2484,2691,2956
"FBgn0036058",3769,160,284,149,142,403,581,480,644
"FBgn0036059",3791,165,324,178,153,391,427,400,461
"FBgn0036062",1715,41,73,39,38,71,75,63,77
"FBgn0036063",904,92,160,71,93,328,460,385,504
"FBgn0036066",2654,3,3,2,2,5,2,0,2
"FBgn0036075",1316,4,3,3,4,6,8,11,11
"FBgn0036082",1957,10,5,1,3,1,4,1,3
"FBgn0036083",2295,0,5,1,0,1,2,1,1
"FBgn0036085",2060,13,30,23,17,51,51,48,55
"FBgn0036090",1533,55,104,48,38,142,124,107,139
"FBgn0036091",397,31,67,34,37,111,111,167,141
"FBgn0036093",1121,28,60,25,34,74,62,101,89
"FBgn0036094",1088,47,99,39,30,98,59,78,81
"FBgn0036096",1683,180,307,133,170,289,349,282,336
"FBgn0036099",1575,244,456,192,214,392,442,427,459
"FBgn0036101",2518,348,693,368,305,1290,916,1774,1142
"FBgn0036104",2723,159,318,157,157,371,484,436,517
"FBgn0036105",1104,30,53,26,28,126,145,132,164
"FBgn0036106",1688,0,3,3,5,15,22,15,10
"FBgn0036107",684,80,131,60,72,246,237,241,298
"FBgn0036109",803,1,2,1,0,0,2,2,4
"FBgn0036110",521,2,1,0,3,7,4,7,9
"FBgn0036111",4348,432,872,368,395,1110,1132,1115,1316
"FBgn0036112",829,2,2,1,1,3,0,3,0
"FBgn0036116",5625,46,61,51,47,88,167,103,174
"FBgn0036117",1788,59,143,60,71,222,275,195,313
"FBgn0036118",645,97,180,75,108,191,233,230,249
"FBgn0036121",822,486,1310,577,625,1617,1850,1539,1852
"FBgn0036124",3968,258,491,211,209,289,345,292,377
"FBgn0036126",741,37,63,23,26,85,186,75,218
"FBgn0036128",1024,22,46,18,16,59,100,71,97
