Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0261054,0,1,1,0,0,1,3,1
FBgn0261055,0,0,3,2,3,0,1,1
FBgn0261057,0,0,0,0,0,0,1,0
FBgn0261058,13,16,11,8,41,52,41,36
FBgn0261059,9,14,7,16,32,55,27,39
FBgn0261060,0,6,0,1,7,4,4,2
FBgn0261061,0,0,1,0,0,1,1,2
FBgn0261064,213,412,163,178,606,573,665,672
FBgn0261065,141,271,115,117,348,367,432,446
FBgn0261067,201,310,175,177,487,519,493,662
FBgn0261068,116,222,104,91,412,404,409,514
FBgn0261085,5,12,6,5,17,28,21,28
FBgn0261086,55,85,50,62,110,121,113,137
FBgn0261089,0,8,2,6,134,27,117,31
FBgn0261090,18,54,20,22,66,71,79,67
FBgn0261108,537,1015,462,483,1021,1025,1124,1125
FBgn0261109,184,393,166,186,540,601,547,647
FBgn0261111,257,521,224,230,354,411,417,399
FBgn0261112,143,276,138,144,431,632,524,679
FBgn0261113,3032,5892,3142,2995,10894,10560,10937,10517
FBgn0261119,292,606,225,262,510,614,624,698
FBgn0261238,420,806,391,405,1234,1313,1360,1352
FBgn0261239,388,824,456,488,2960,3283,2998,3355
FBgn0261243,384,706,373,362,770,1132,788,1180
FBgn0261244,1768,3292,2391,2018,4660,4685,5302,4379
FBgn0261245,25,63,36,32,85,90,102,95
FBgn0261258,1032,1712,839,768,4517,5932,5123,6287
FBgn0261260,670,1607,761,682,2037,1535,2487,1720
FBgn0261261,110,270,115,131,251,313,255,285
FBgn0261262,186,397,143,187,123,210,127,203
FBgn0261266,100,203,95,87,174,194,187,202
FBgn0261267,1,3,1,0,1,2,2,3
FBgn0261268,261,511,217,246,626,659,626,755
FBgn0261269,8,29,14,3,50,51,58,56
FBgn0261270,261,484,204,199,431,384,396,422
FBgn0261274,241,436,180,219,757,1035,888,1142
FBgn0261276,375,716,330,343,1120,1109,1256,1205
FBgn0261277,59,95,60,49,153,204,145,164
FBgn0261278,175,431,165,197,436,443,368,361
FBgn0261279,345,578,292,307,605,835,721,895
FBgn0261283,1723,3206,1553,1665,3453,3539,3773,3713
FBgn0261284,22,30,27,35,76,73,80,64
FBgn0261285,334,734,350,379,1193,1475,1489,1759
FBgn0261286,464,890,404,420,788,699,739,744
FBgn0261287,43,75,36,43,121,123,121,107
FBgn0261289,12,18,5,14,30,44,23,44
FBgn0261290,0,0,0,0,1,2,5,0
FBgn0261291,0,0,0,0,0,2,0,0
FBgn0261292,1,0,0,0,2,1,0,3
FBgn0261293,0,1,1,0,0,1,2,0
FBgn0261294,0,0,3,0,1,1,2,2
FBgn0261341,26,28,22,23,127,66,173,83
FBgn0261349,29,70,33,29,99,116,88,115
FBgn0261353,0,0,0,0,0,0,0,0
FBgn0261356,5,12,5,9,23,28,16,12
FBgn0261357,0,0,0,0,0,0,0,0
FBgn0261358,0,0,0,0,0,0,0,0
FBgn0261360,1,1,0,1,1,3,1,0
FBgn0261361,0,1,0,0,1,0,0,2
FBgn0261363,111,203,90,106,169,175,208,194
FBgn0261373,41,104,42,54,138,160,163,180
FBgn0261380,131,248,88,106,217,214,217,254
FBgn0261381,0,0,0,0,0,0,0,0
FBgn0261385,1023,1953,899,962,1268,1659,1244,1581
FBgn0261386,0,1,0,0,0,0,0,1
FBgn0261387,271,487,240,261,782,878,801,895
FBgn0261393,83,149,82,74,233,242,263,236
FBgn0261394,434,859,428,438,695,789,841,962
FBgn0261395,2,2,0,1,3,4,0,4
FBgn0261396,635,1105,426,526,969,1106,1116,1353
FBgn0261397,298,580,281,298,483,690,546,692
FBgn0261399,0,1,1,2,1,2,1,2
FBgn0261401,1,2,1,2,3,3,3,4
FBgn0261402,1,2,3,0,7,4,1,5
FBgn0261403,236,467,198,229,619,539,675,583
FBgn0261429,17,35,15,19,78,72,68,80
FBgn0261434,8,13,2,7,11,9,8,14
FBgn0261436,221,372,195,177,577,738,664,720
FBgn0261437,158,306,132,164,483,456,517,457
FBgn0261439,154,338,145,168,294,395,353,403
FBgn0261444,738,1418,812,776,2077,1966,2464,2023
FBgn0261445,1880,3779,2158,1919,6078,5729,6337,6199
FBgn0261446,51,123,56,47,142,239,139,308
FBgn0261452,12,28,7,6,27,36,35,30
FBgn0261453,11,17,6,16,15,23,18,26
FBgn0261454,3,5,3,3,10,8,11,6
FBgn0261455,11,13,5,7,10,13,10,6
FBgn0261456,196,347,184,166,514,557,506,658
FBgn0261458,1593,2987,1599,1664,4641,4471,5321,5287
FBgn0261461,1798,3363,1807,1876,6996,5374,7564,5648
FBgn0261477,258,466,249,267,665,755,723,836
FBgn0261479,504,908,427,474,881,1213,1021,1307
FBgn0261501,2,8,6,5,17,8,7,15
FBgn0261502,0,1,0,0,1,2,2,0
FBgn0261503,5,13,2,1,12,14,8,6
FBgn0261504,154,286,160,214,625,515,695,626
FBgn0261505,0,0,0,0,1,0,0,0
FBgn0261506,5,2,1,1,1,5,1,2
FBgn0261507,1,3,3,1,2,2,2,2
FBgn0261508,18,40,19,10,50,44,69,64
FBgn0261509,77,126,49,72,264,268,266,257
FBgn0261514,1,2,1,1,8,9,5,7
FBgn0261522,0,1,0,1,1,2,1,1
FBgn0261523,1,6,6,1,1,3,8,4
FBgn0261524,210,432,218,146,544,539,498,582
FBgn0261526,5,3,2,0,2,6,2,1
FBgn0261529,5,5,4,5,25,44,29,30
FBgn0261530,101,176,92,90,239,377,283,429
FBgn0261531,0,0,0,0,0,1,1,3
FBgn0261532,580,1105,521,507,972,1197,1189,1203
FBgn0261534,0,1,0,0,4,2,2,2
FBgn0261535,186,336,180,166,373,360,424,401
FBgn0261536,0,0,0,0,0,0,0,0
FBgn0261537,0,0,0,0,0,0,0,0
FBgn0261538,0,0,0,0,0,0,0,0
FBgn0261545,1220,2100,1037,868,5263,5774,5961,5834
FBgn0261547,1097,1947,850,968,3931,4235,4334,4425
FBgn0261549,216,420,220,205,559,713,564,773
FBgn0261550,3980,8596,4161,3974,8100,8208,8913,9013
FBgn0261552,1592,2970,1574,1562,7030,5880,7574,6122
FBgn0261553,348,663,316,318,885,950,965,968
FBgn0261554,352,635,326,345,648,721,813,894
FBgn0261555,115,221,120,83,584,582,633,676
FBgn0261556,2256,4299,2280,2258,5598,6124,6546,6346
FBgn0261560,1715,3365,1560,1570,11126,9888,12129,11348
FBgn0261561,68,137,77,80,157,192,197,232
FBgn0261562,79,150,77,68,181,182,204,204
FBgn0261563,562,954,440,427,2036,2642,2237,2978
FBgn0261564,260,543,275,305,691,1015,770,1052
FBgn0261565,1093,2182,1312,1089,4573,5628,4993,6294
FBgn0261566,0,0,1,0,0,0,1,1
FBgn0261567,0,1,0,0,2,1,0,2
FBgn0261568,1,1,0,2,11,16,11,10
FBgn0261570,2090,4073,2172,1871,7029,5671,8008,6068
FBgn0261571,2,3,5,5,3,13,5,16
FBgn0261573,348,669,296,332,490,611,574,634
FBgn0261574,470,846,398,442,1179,1398,1199,1427
FBgn0261575,40,60,16,24,65,61,56,59
FBgn0261580,0,0,0,0,0,0,0,0
FBgn0261581,4,2,1,3,1,1,3,3
FBgn0261582,0,2,0,0,0,0,0,0
FBgn0261583,1,0,0,1,0,1,0,2
FBgn0261584,6,10,7,4,20,14,24,17
FBgn0261586,2,6,1,0,30,2,32,4
FBgn0261587,8,11,4,4,16,19,22,18
FBgn0261588,300,512,258,244,679,334,832,438
FBgn0261592,246,533,231,256,218,219,250,214
FBgn0261596,534,962,441,496,1032,990,1097,1113
FBgn0261597,989,1905,910,1006,3205,3559,3560,3566
FBgn0261599,564,1103,555,574,1712,1509,1989,1643
FBgn0261602,1178,2244,1129,1191,3485,2869,3937,3042
FBgn0261608,288,511,223,236,436,432,441,383
FBgn0261609,221,411,199,195,581,623,695,696
FBgn0261610,111,226,119,125,335,397,345,406
FBgn0261611,8,6,3,4,6,6,5,7
FBgn0261612,3,8,2,2,14,26,12,8
FBgn0261614,0,0,1,0,0,0,0,0
FBgn0261615,1,2,0,0,1,1,1,0
FBgn0261616,1,0,1,1,1,0,0,1
FBgn0261617,1054,2050,1000,947,2493,2580,2693,2730
FBgn0261618,1944,3570,1958,2006,6289,6190,6430,6363
FBgn0261624,0,0,0,0,0,0,0,0
FBgn0261625,1084,2058,1477,1343,4124,4307,4159,4305
FBgn0261627,0,1,2,0,0,1,0,3
FBgn0261628,1,4,2,1,13,12,30,12
FBgn0261630,1,2,0,0,8,1,10,1
FBgn0261631,0,0,0,0,0,1,0,1
FBgn0261632,1,11,3,6,3,1,0,2
FBgn0261633,7,19,10,5,37,19,29,31
FBgn0261634,10,27,10,14,59,48,52,42
FBgn0261635,0,0,2,0,0,0,0,2
FBgn0261636,35,112,49,51,167,191,223,246
FBgn0261638,2,7,0,1,5,10,5,6
FBgn0261639,0,0,0,0,0,0,0,0
FBgn0261640,0,0,0,0,0,0,0,0
FBgn0261641,384,751,361,379,727,835,741,839
FBgn0261647,205,431,177,173,859,697,877,820
FBgn0261648,106,188,100,97,214,289,239,289
FBgn0261649,100,120,112,59,401,297,384,325
FBgn0261671,813,1582,707,725,1748,1702,1914,1824
FBgn0261673,255,499,308,332,1880,3206,2047,3409
FBgn0261674,636,1194,717,606,3001,2648,3246,2601
FBgn0261675,0,3,2,0,9,3,3,2
FBgn0261679,0,0,0,0,0,0,0,0
FBgn0261680,0,0,0,0,0,0,0,0
FBgn0261681,11,14,5,6,11,21,19,18
FBgn0261682,12,19,8,4,22,22,24,20
FBgn0261683,0,0,0,0,0,0,0,0
FBgn0261686,0,1,1,1,0,2,2,3
FBgn0261697,0,0,0,0,0,0,0,0
FBgn0261698,43,107,50,64,208,274,176,294
FBgn0261700,0,1,0,1,2,2,3,2
FBgn0261702,0,0,0,0,0,0,0,0
FBgn0261703,238,539,266,247,1147,941,1276,897
FBgn0261704,0,0,0,0,0,0,0,0
FBgn0261705,20,53,26,28,131,54,174,72
FBgn0261706,1,0,0,0,0,1,1,2
FBgn0261707,1,1,1,1,1,1,0,0
FBgn0261709,25,41,21,30,82,64,83,64
FBgn0261710,979,1885,921,1007,2094,1915,2042,2111
FBgn0261714,0,2,1,0,3,2,2,4
FBgn0261722,190,331,168,145,500,465,548,539
FBgn0261723,0,1,0,1,6,6,2,4
FBgn0261786,314,628,339,297,377,492,428,486
FBgn0261787,421,861,395,428,983,1096,1155,1133
FBgn0261788,31,51,44,33,35,89,57,107
FBgn0261789,176,366,140,157,268,283,249,323
FBgn0261790,151,279,99,115,227,187,239,238
FBgn0261791,114,215,89,103,232,233,228,250
FBgn0261792,97,183,88,88,220,258,229,244
FBgn0261793,520,941,419,476,896,1102,888,1165
FBgn0261794,333,662,278,309,806,877,880,929
FBgn0261797,922,1722,862,839,1229,1504,1407,1471
FBgn0261799,32,74,37,43,99,128,77,136
FBgn0261800,890,1830,1048,945,2091,1873,2598,2199
FBgn0261801,156,308,170,128,558,593,715,746
FBgn0261802,685,1265,576,607,3174,2585,3826,2696
FBgn0261803,5,6,1,6,17,24,25,18
FBgn0261804,1,3,1,0,1,2,5,6
FBgn0261805,1,1,3,1,8,0,3,1
FBgn0261806,1,1,0,0,2,5,5,6
FBgn0261807,0,1,0,0,1,1,0,0
FBgn0261808,234,573,175,200,1215,1044,1653,1416
FBgn0261811,2191,3982,2129,1895,5652,6095,6754,6750
FBgn0261813,1,2,1,1,1,6,3,5
FBgn0261814,0,2,2,2,2,6,4,1
FBgn0261816,1,0,0,1,1,2,1,0
FBgn0261817,17,27,18,18,42,23,38,37
FBgn0261822,810,1630,748,764,3342,3242,3748,3383
FBgn0261823,525,1035,412,460,1404,1090,1577,1191
FBgn0261830,14,22,10,8,51,49,42,51
FBgn0261831,21,25,6,8,27,46,48,27
FBgn0261832,1,2,4,5,5,5,6,6
FBgn0261833,0,0,0,0,2,2,1,1
FBgn0261834,0,0,0,1,1,0,0,7
FBgn0261835,5,8,9,8,90,102,129,110
FBgn0261836,4340,7901,4227,4002,13258,11724,14212,11928
FBgn0261837,0,0,0,0,0,0,0,0
FBgn0261838,0,0,0,0,0,0,0,0
FBgn0261839,0,0,0,0,0,0,0,0
FBgn0261840,0,0,0,0,0,0,0,0
FBgn0261841,0,0,0,0,0,0,0,0
FBgn0261842,0,0,0,0,0,0,0,0
FBgn0261843,0,0,0,0,0,0,0,0
FBgn0261844,0,0,0,0,0,0,0,0
FBgn0261845,0,0,0,0,0,0,0,0
FBgn0261847,12,13,9,9,12,17,9,20
FBgn0261848,8,24,10,5,52,77,61,74
FBgn0261849,0,1,0,1,1,1,0,1
FBgn0261850,279,563,248,296,750,989,914,1008
FBgn0261853,0,1,0,1,1,0,2,1
FBgn0261854,306,605,268,276,1259,1193,1504,1235
FBgn0261856,0,0,0,0,0,0,0,0
FBgn0261857,0,0,0,1,4,1,0,0
FBgn0261858,1,6,4,4,4,6,4,3
FBgn0261859,798,1553,1028,857,5502,5200,6028,5250
FBgn0261860,0,0,0,0,0,2,2,4
FBgn0261861,76,190,65,72,192,174,191,182
FBgn0261862,691,1149,667,604,2437,2903,2847,3268
FBgn0261871,1,3,2,2,19,20,10,16
FBgn0261872,357,785,352,335,663,720,720,822
FBgn0261873,368,762,408,404,2088,2291,2474,2303
FBgn0261881,115,194,81,104,352,377,342,421
FBgn0261885,2165,3997,1809,2020,4605,5645,4920,5407
FBgn0261924,0,0,0,0,0,0,0,1
FBgn0261925,0,1,0,1,3,5,0,1
FBgn0261927,0,0,0,1,2,2,1,2
FBgn0261928,11,41,22,16,58,58,49,51
FBgn0261929,11,17,8,8,29,24,14,23
FBgn0261930,27,42,17,29,37,73,43,65
FBgn0261931,197,366,156,176,467,478,472,489
FBgn0261932,0,0,0,0,1,1,0,0
FBgn0261933,209,407,172,206,347,461,381,429
FBgn0261934,800,1618,776,829,1520,1678,1529,1751
FBgn0261938,389,695,347,295,1147,1119,1315,1179
FBgn0261952,0,1,1,0,4,5,2,4
FBgn0261953,14,25,12,10,41,110,60,146
FBgn0261954,1059,2036,1036,971,2724,3116,2524,3532
FBgn0261955,734,1522,752,713,979,781,1072,1000
FBgn0261963,2,16,5,2,40,21,23,38
FBgn0261973,0,0,0,0,0,0,0,0
FBgn0261974,0,0,0,0,0,0,0,0
FBgn0261975,2043,4112,2143,2161,3206,3892,3683,3735
FBgn0261976,30,54,38,20,113,119,110,152
FBgn0261983,270,594,312,315,836,867,834,935
FBgn0261984,898,1839,956,884,2802,2685,2981,2866
FBgn0261985,246,403,205,194,742,880,708,910
FBgn0261986,190,378,173,200,452,420,474,433
FBgn0261987,4,7,10,5,15,15,14,18
FBgn0261988,362,697,341,376,655,735,631,693
FBgn0261989,15,38,20,21,20,25,12,27
FBgn0261990,2,4,1,2,2,4,0,2
FBgn0261991,1,2,0,0,3,3,0,3
FBgn0261992,0,0,0,0,1,1,2,2
FBgn0261993,0,0,0,0,0,1,1,1
FBgn0261994,0,0,1,0,1,0,1,1
FBgn0261995,74,148,74,76,182,228,209,259
FBgn0261996,15,31,6,12,42,55,57,54
FBgn0261997,0,0,0,0,0,5,6,2
FBgn0261998,30,52,32,37,82,131,116,151
FBgn0261999,60,89,43,46,141,167,145,145
FBgn0262000,116,230,110,117,508,434,453,437
FBgn0262001,49,134,47,74,360,385,413,338
FBgn0262002,7,10,5,11,326,302,359,328
FBgn0262003,2,2,0,0,3,0,1,2
FBgn0262004,4,0,0,1,1,3,4,4
FBgn0262005,1,0,0,0,0,0,4,0
FBgn0262006,0,0,0,0,0,0,0,0
FBgn0262007,2,1,2,2,3,4,2,4
FBgn0262008,0,1,2,1,3,1,1,3
FBgn0262009,1,0,3,0,3,4,1,3
FBgn0262010,0,0,0,0,1,1,4,1
FBgn0262017,0,21,0,2,0,2,0,43
FBgn0262018,13,22,6,8,8,12,10,35
FBgn0262020,1,1,1,0,2,3,1,2
FBgn0262021,1,0,0,3,6,5,4,4
FBgn0262022,0,5,0,1,2,3,3,2
FBgn0262023,0,1,0,0,0,0,0,0
FBgn0262024,0,0,0,1,0,0,0,0
FBgn0262025,1,0,0,0,0,0,2,0
FBgn0262026,0,0,0,0,0,0,0,0
FBgn0262027,0,0,0,0,0,0,0,0
FBgn0262028,24,59,29,19,54,42,60,57
FBgn0262029,26,32,19,15,134,140,193,172
FBgn0262030,1,0,0,1,3,2,4,4
FBgn0262031,0,1,0,0,0,1,0,0
FBgn0262033,0,2,0,0,0,1,2,3
FBgn0262035,231,433,210,221,846,1099,979,1194
FBgn0262036,5,19,9,7,30,26,46,36
FBgn0262057,54,110,55,44,183,251,163,243
FBgn0262081,468,913,402,448,2528,1797,2620,2005
FBgn0262097,0,0,0,2,0,0,0,2
FBgn0262098,1,1,0,3,2,2,2,2
FBgn0262099,0,0,0,0,0,0,0,0
FBgn0262100,3,8,6,2,10,13,10,13
FBgn0262101,2,6,1,3,4,7,9,9
FBgn0262102,5,11,2,9,39,25,22,22
FBgn0262103,225,399,216,206,511,463,586,492
FBgn0262104,0,1,0,0,4,10,2,9
FBgn0262105,0,0,0,1,1,2,3,0
FBgn0262106,2,6,3,3,16,9,4,11
FBgn0262107,0,2,0,1,7,14,13,34
FBgn0262108,37,97,21,41,443,532,541,642
FBgn0262109,1799,3485,1695,1862,4023,5161,4384,5248
FBgn0262111,8,12,1,1,13,22,21,19
FBgn0262112,211,380,172,167,528,949,586,888
FBgn0262114,327,553,260,288,1089,1256,1152,1450
FBgn0262115,370,784,349,399,886,887,950,1074
FBgn0262116,342,585,308,308,1092,1156,1160,1221
FBgn0262117,555,1121,465,553,1264,1537,1329,1472
FBgn0262123,15,27,11,18,66,39,43,42
FBgn0262124,132,308,132,167,369,450,384,424
FBgn0262125,633,1218,612,623,1228,1296,1537,1516
FBgn0262126,357,717,344,375,802,706,946,733
FBgn0262127,1755,3044,1572,1621,4548,4752,4538,4819
FBgn0262139,30,54,25,32,166,152,150,152
FBgn0262140,2,5,0,6,41,39,32,36
FBgn0262141,24,32,12,7,45,44,70,57
FBgn0262142,9,12,8,5,44,22,44,35
FBgn0262143,1,1,1,2,2,4,2,2
FBgn0262144,0,2,0,0,0,0,1,0
FBgn0262146,31,72,37,43,63,71,56,71
FBgn0262148,26,46,30,34,86,85,91,126
FBgn0262149,6,2,4,1,8,8,11,12
FBgn0262150,1,0,0,1,0,2,0,0
FBgn0262160,2739,5059,2898,2460,6864,5080,7295,6146
FBgn0262163,10,19,12,14,47,60,41,39
FBgn0262166,96,249,91,105,290,386,307,411
FBgn0262167,269,524,228,256,838,906,747,849
FBgn0262169,124,205,144,117,734,1132,722,1449
FBgn0262170,0,1,0,1,4,2,3,1
FBgn0262351,0,2,0,0,6,3,2,2
FBgn0262352,5,15,5,7,22,66,20,70
FBgn0262353,25,72,25,36,261,232,243,350
FBgn0262354,15,37,11,22,44,43,41,38
FBgn0262355,1,1,0,0,1,0,2,2
FBgn0262356,0,0,0,0,0,0,0,0
FBgn0262357,1,1,2,2,0,1,0,1
FBgn0262358,0,0,0,1,0,1,0,1
FBgn0262359,1,4,0,1,1,4,0,3
FBgn0262360,0,1,0,0,0,1,0,1
FBgn0262361,0,0,0,0,0,1,1,5
FBgn0262362,3,6,4,13,13,14,12,20
FBgn0262363,13,6,3,5,24,30,29,20
FBgn0262364,45,77,33,33,291,210,262,203
FBgn0262365,1,0,0,0,2,0,0,2
FBgn0262366,1,3,0,2,4,4,2,6
FBgn0262467,86,182,79,82,230,263,288,308
FBgn0262473,756,1162,628,614,3369,3587,3759,3642
FBgn0262475,131,257,138,152,563,485,632,601
FBgn0262476,10,27,14,14,21,40,27,29
FBgn0262477,6,3,4,3,12,5,6,14
FBgn0262478,0,1,0,1,0,5,2,3
FBgn0262479,0,2,0,0,2,3,1,5
FBgn0262480,0,0,0,0,1,5,1,1
FBgn0262481,0,0,0,0,3,2,3,4
FBgn0262482,10,13,8,6,11,23,21,24
FBgn0262483,22,53,26,26,124,94,106,81
FBgn0262484,10,19,6,8,31,15,39,15
FBgn0262485,0,0,0,0,0,0,2,1
FBgn0262486,1,2,0,0,1,1,1,0
FBgn0262487,6,11,7,3,48,50,51,36
FBgn0262508,176,323,163,162,707,737,642,750
FBgn0262509,52,84,34,41,178,94,181,91
FBgn0262510,0,0,0,0,1,0,0,0
FBgn0262512,131,252,107,130,441,456,497,526
FBgn0262513,24,48,18,26,97,102,87,90
FBgn0262514,58,92,46,44,73,94,82,84
FBgn0262515,543,1062,444,490,1283,1411,1389,1606
FBgn0262516,0,0,1,0,0,0,0,0
FBgn0262517,419,834,444,402,726,750,833,797
FBgn0262518,295,622,289,289,530,601,607,656
FBgn0262519,598,1164,526,557,792,1129,855,1180
FBgn0262524,80,174,99,117,542,599,645,597
FBgn0262527,798,1341,642,671,1958,2173,2314,2515
FBgn0262528,0,0,0,1,0,0,0,0
FBgn0262529,0,1,0,0,0,1,0,3
FBgn0262530,0,1,0,0,0,0,0,1
FBgn0262531,7,9,6,7,59,61,62,73
FBgn0262532,0,0,0,1,0,5,1,6
FBgn0262533,0,0,0,0,0,2,0,0
FBgn0262534,124,224,106,129,39,63,65,71
FBgn0262535,2,3,0,0,3,1,4,4
FBgn0262536,0,1,0,0,0,0,1,3
FBgn0262537,14,35,10,9,30,46,25,35
FBgn0262538,15,33,11,13,26,41,32,51
FBgn0262539,13,21,9,5,29,30,27,37
FBgn0262540,6,15,4,6,28,19,19,31
FBgn0262541,6,20,6,16,22,43,27,30
FBgn0262542,0,0,0,0,0,0,0,0
FBgn0262543,1,3,0,1,5,11,8,19
FBgn0262544,2,3,1,0,3,4,3,2
FBgn0262546,0,2,0,0,1,4,1,1
FBgn0262547,7,2,3,1,3,0,0,0
FBgn0262559,315,525,270,279,479,475,569,583
FBgn0262560,211,409,203,202,329,344,379,415
FBgn0262562,56,107,56,53,135,181,144,205
FBgn0262563,119,235,128,95,598,673,663,693
FBgn0262564,0,1,0,1,0,2,2,1
FBgn0262565,2,7,9,12,39,35,28,22
FBgn0262566,0,1,0,0,1,2,0,0
FBgn0262567,0,2,0,2,5,11,7,13
FBgn0262568,4,3,1,0,0,1,1,1
FBgn0262569,4,16,10,6,0,1,1,2
FBgn0262570,58,138,49,52,118,268,111,271
FBgn0262571,1,1,0,3,9,3,2,2
FBgn0262572,1,0,0,0,1,1,0,0
FBgn0262574,1,2,1,2,5,4,3,1
FBgn0262575,1,3,1,2,0,2,1,3
FBgn0262576,6,17,9,10,19,32,21,13
FBgn0262577,19,46,14,10,23,42,31,31
FBgn0262579,4815,8852,4879,4372,9805,11927,10011,12599
FBgn0262580,0,0,0,1,0,1,1,1
FBgn0262581,1,6,0,1,8,9,8,6
FBgn0262582,1679,3431,1764,1769,6606,6361,6476,5947
FBgn0262583,26,36,23,21,39,47,34,39
FBgn0262587,46,74,54,59,84,13,67,22
FBgn0262588,24,29,19,16,34,9,32,2
FBgn0262592,1,0,0,1,1,0,0,0
FBgn0262593,14,27,25,19,24,31,46,42
FBgn0262594,0,1,1,0,1,2,2,5
FBgn0262595,24,42,22,26,238,221,223,217
FBgn0262598,104,236,107,99,421,410,506,411
FBgn0262599,30,65,34,23,115,141,109,145
FBgn0262601,324,562,305,322,831,1121,1040,1226
FBgn0262604,40,83,30,46,156,131,166,110
FBgn0262605,1,0,0,0,1,1,2,2
FBgn0262606,2,0,0,0,1,0,1,0
FBgn0262607,5,1,4,2,10,15,20,8
FBgn0262608,1,2,0,1,4,4,2,11
FBgn0262609,1,3,1,0,2,5,0,2
FBgn0262610,0,1,0,1,4,0,1,2
FBgn0262611,1,3,1,1,3,2,2,6
FBgn0262612,0,0,3,1,1,1,2,2
FBgn0262613,0,0,0,1,0,0,0,2
FBgn0262614,3191,6234,3664,3297,12471,11016,13883,11326
FBgn0262616,3,1,0,1,2,2,4,2
FBgn0262617,2264,4156,2738,2243,5387,4730,6515,4483
FBgn0262619,315,556,134,131,299,351,257,323
FBgn0262620,25,58,19,32,349,332,393,378
FBgn0262621,0,0,1,0,3,0,1,2
FBgn0262622,1,3,10,0,2,2,4,3
FBgn0262623,0,0,0,0,0,2,0,2
FBgn0262624,15,34,20,18,98,136,99,133
FBgn0262631,41,57,35,39,294,336,227,229
FBgn0262636,75,128,73,61,278,254,251,244
FBgn0262647,267,492,236,245,535,618,550,529
FBgn0262656,382,769,372,404,759,708,786,732
FBgn0262679,0,4,1,1,1,7,8,2
FBgn0262680,1,1,0,0,7,9,7,6
FBgn0262681,4,0,3,3,7,11,17,14
FBgn0262682,0,0,0,0,0,0,1,1
FBgn0262683,4,18,9,13,53,51,83,40
FBgn0262685,4,7,4,1,6,13,19,8
FBgn0262686,2,4,2,6,60,70,47,42
FBgn0262687,1,5,0,3,14,18,18,21
FBgn0262688,0,2,1,0,2,3,4,3
FBgn0262689,13,49,22,23,45,41,45,45
FBgn0262690,0,1,2,0,1,1,2,3
FBgn0262699,202,428,196,221,505,462,548,504
FBgn0262714,310,601,299,246,790,797,788,888
FBgn0262716,520,936,457,444,931,995,982,1148
FBgn0262717,8,4,7,9,18,10,17,19
FBgn0262719,190,346,170,155,478,497,523,555
FBgn0262721,0,4,2,0,3,1,5,2
FBgn0262722,0,3,3,3,14,8,8,11
FBgn0262728,27,49,23,23,52,61,66,56
FBgn0262730,348,647,308,329,949,941,993,975
FBgn0262731,82,162,68,75,236,277,233,255
FBgn0262732,452,881,479,477,925,1389,1011,1442
FBgn0262733,155,263,95,123,547,483,533,515
FBgn0262734,238,529,226,280,596,624,577,558
FBgn0262736,2743,5564,3157,2865,7173,7636,8176,8315
FBgn0262737,728,1207,877,658,2738,2934,2778,3293
FBgn0262738,273,572,313,295,590,524,600,566
FBgn0262739,825,1564,767,753,2801,2865,3086,3049
FBgn0262740,183,358,219,184,822,820,795,876
FBgn0262741,2,2,1,3,8,6,5,9
FBgn0262743,1324,2415,1157,1238,2524,2581,2846,2716
FBgn0262782,176,332,164,148,944,1244,1170,1165
FBgn0262786,0,1,0,0,2,1,0,1
FBgn0262787,1,2,1,1,0,0,1,1
FBgn0262788,2,3,3,2,14,8,14,5
FBgn0262789,4,7,3,6,21,17,18,12
FBgn0262790,0,0,0,0,0,0,0,0
FBgn0262791,0,0,0,0,0,0,0,0
FBgn0262794,184,315,144,125,99,148,107,98
FBgn0262795,1,0,0,0,1,0,0,0
FBgn0262801,187,402,162,201,527,629,665,728
FBgn0262806,1,1,0,0,1,1,0,1
FBgn0262807,0,0,0,0,0,0,0,0
FBgn0262808,17,37,22,18,89,30,105,37
FBgn0262810,3,6,2,2,5,8,6,4
FBgn0262811,1,1,0,0,1,1,1,1
FBgn0262812,7,7,2,1,16,14,8,16
FBgn0262813,0,0,0,0,0,0,0,0
FBgn0262814,0,0,0,0,0,1,2,2
FBgn0262815,18,35,20,31,92,115,103,87
FBgn0262816,2,5,1,5,12,9,6,9
FBgn0262817,119,230,112,105,184,327,186,291
FBgn0262819,0,0,0,1,0,0,0,0
FBgn0262820,21,27,10,14,58,88,55,91
FBgn0262821,7,13,5,0,16,14,12,3
FBgn0262822,1,0,1,1,0,0,0,2
FBgn0262823,0,0,0,0,0,0,0,0
FBgn0262824,0,0,0,0,0,0,0,0
FBgn0262825,6,14,2,2,10,10,18,8
FBgn0262827,1,1,0,0,1,0,1,2
FBgn0262828,3,2,0,1,3,2,1,3
FBgn0262836,0,0,0,0,0,0,0,0
FBgn0262837,0,0,0,0,0,0,0,0
FBgn0262838,0,3,3,0,0,3,2,4
FBgn0262839,0,0,0,1,0,0,0,0
FBgn0262840,27,54,33,29,53,82,55,60
FBgn0262842,0,2,0,1,1,0,0,0
FBgn0262843,2,1,0,1,1,0,0,0
FBgn0262844,1,2,1,0,0,0,0,0
FBgn0262845,1,1,0,1,0,0,0,0
FBgn0262846,0,0,0,0,0,0,0,0
