Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2
FBgn0263004,3,5,4,5
FBgn0263005,257,525,186,243
FBgn0263006,959,2071,846,882
FBgn0263018,141,266,127,146
FBgn0263019,79,138,64,55
FBgn0263020,1,0,0,1
FBgn0263021,1,1,0,0
FBgn0263022,2,3,1,0
FBgn0263023,8,7,3,9
FBgn0263024,1,0,1,0
FBgn0263025,161,300,151,159
FBgn0263026,3,2,0,0
FBgn0263027,23,47,27,30
FBgn0263029,0,2,1,0
FBgn0263030,4,3,2,0
FBgn0263031,0,0,0,0
FBgn0263032,0,0,0,0
FBgn0263033,0,0,0,0
FBgn0263034,1,8,0,1
FBgn0263035,4,5,1,4
FBgn0263036,6,7,2,4
FBgn0263037,1,1,0,1
FBgn0263038,2,8,2,4
FBgn0263040,3,4,2,2
FBgn0263041,83,167,97,82
FBgn0263042,15,32,10,13
FBgn0263046,0,0,0,0
FBgn0263047,31,41,18,25
FBgn0263048,72,130,53,51
FBgn0263049,4,10,3,1
FBgn0263050,0,0,0,0
FBgn0263051,0,0,0,0
FBgn0263072,6,16,8,7
FBgn0263076,3,5,5,6
FBgn0263077,779,1517,752,719
FBgn0263078,23,35,11,12
FBgn0263079,54,78,34,42
FBgn0263080,2,4,0,2
FBgn0263081,2,10,4,0
FBgn0263082,0,0,0,0
FBgn0263083,1,1,1,1
FBgn0263084,0,0,1,0
FBgn0263085,0,0,0,0
FBgn0263086,0,0,0,0
FBgn0263087,0,0,0,0
FBgn0263088,10,13,7,6
FBgn0263089,1,0,0,1
FBgn0263090,0,0,1,0
FBgn0263091,0,8,1,2
FBgn0263092,9,7,2,2
FBgn0263093,6,17,7,5
FBgn0263094,0,0,0,0
FBgn0263095,2,1,1,3
FBgn0263096,0,0,0,0
FBgn0263102,751,1490,631,662
FBgn0263106,3558,6733,3619,3792
FBgn0263108,690,1350,520,674
FBgn0263109,14,29,17,20
FBgn0263110,411,824,351,384
FBgn0263111,4,10,3,4
FBgn0263112,472,801,378,417
FBgn0263113,209,422,228,232
FBgn0263114,12,25,8,14
FBgn0263116,0,2,1,0
FBgn0263117,1,3,4,1
FBgn0263120,530,1080,522,563
FBgn0263121,0,0,0,0
FBgn0263130,14,25,8,13
FBgn0263131,8,21,3,3
FBgn0263132,43,88,35,26
FBgn0263133,218,419,188,187
FBgn0263143,115,283,134,130
FBgn0263144,3137,6897,3857,3878
FBgn0263197,532,983,505,554
FBgn0263198,445,820,404,398
FBgn0263199,603,1231,492,458
FBgn0263200,373,737,388,369
FBgn0263201,1,2,1,3
FBgn0263206,20,19,13,27
FBgn0263207,0,0,0,0
FBgn0263208,0,0,0,0
FBgn0263209,0,1,0,0
FBgn0263210,0,0,0,0
FBgn0263211,0,0,0,0
FBgn0263212,0,0,0,0
FBgn0263213,0,0,0,0
FBgn0263214,0,0,0,0
FBgn0263215,0,0,0,0
FBgn0263216,2,0,2,0
FBgn0263217,0,0,0,0
FBgn0263219,59,110,77,83
FBgn0263220,55,84,47,41
FBgn0263231,937,1831,767,799
FBgn0263232,131,273,139,128
FBgn0263233,8,12,8,12
FBgn0263234,0,1,5,3
FBgn0263235,0,3,2,1
FBgn0263236,490,763,437,396
FBgn0263237,104,183,98,103
FBgn0263239,13,25,7,10
FBgn0263240,266,565,324,282
FBgn0263241,1795,2999,2521,2060
FBgn0263246,12,18,10,9
FBgn0263247,0,0,0,0
FBgn0263248,0,0,0,0
FBgn0263249,1,0,0,0
FBgn0263250,1,1,0,0
FBgn0263251,4,6,1,6
FBgn0263256,167,349,149,226
FBgn0263257,16,90,15,11
FBgn0263258,91,179,83,85
FBgn0263260,604,1127,474,534
FBgn0263270,1,0,1,1
FBgn0263271,0,0,0,0
FBgn0263278,396,707,387,349
FBgn0263289,1151,2226,1150,1048
FBgn0263290,49,61,36,37
FBgn0263314,4,9,0,1
FBgn0263316,953,1699,1052,840
FBgn0263320,2,1,0,3
FBgn0263321,7,0,2,3
FBgn0263322,0,0,0,1
FBgn0263323,0,1,0,0
FBgn0263324,0,1,0,1
FBgn0263325,0,0,1,1
FBgn0263326,1,0,0,1
FBgn0263327,0,0,1,0
FBgn0263328,0,1,0,0
FBgn0263329,23,33,24,23
FBgn0263330,0,0,1,1
FBgn0263331,1,0,0,0
FBgn0263332,0,0,1,0
FBgn0263333,0,4,3,2
FBgn0263334,0,2,0,0
FBgn0263335,0,1,1,2
FBgn0263336,80,120,74,72
FBgn0263337,1,5,1,1
FBgn0263338,0,0,1,5
FBgn0263339,1,2,0,0
FBgn0263340,0,1,1,0
FBgn0263341,0,1,0,0
FBgn0263342,0,0,0,0
FBgn0263343,3,5,2,3
FBgn0263344,0,0,0,0
FBgn0263345,5,7,8,4
FBgn0263346,1243,2473,1515,1194
FBgn0263351,392,731,390,410
FBgn0263352,531,1131,538,613
FBgn0263353,24,60,32,23
FBgn0263354,5,9,8,2
FBgn0263355,314,693,303,299
FBgn0263376,0,2,0,1
FBgn0263377,0,2,1,0
FBgn0263378,0,0,0,0
FBgn0263379,2,2,3,0
FBgn0263380,359,709,429,344
FBgn0263381,1,0,0,0
FBgn0263382,0,0,0,1
FBgn0263383,0,1,0,0
FBgn0263384,3,3,3,4
FBgn0263385,2,3,0,0
FBgn0263386,1,2,1,0
FBgn0263387,0,0,0,0
FBgn0263388,0,2,0,0
FBgn0263389,6,4,5,2
FBgn0263390,97,178,89,85
FBgn0263391,1021,2026,996,992
FBgn0263392,1713,3283,1554,1652
FBgn0263395,525,1011,513,481
FBgn0263396,2078,3945,1877,2009
FBgn0263397,10,28,19,12
FBgn0263398,174,352,191,179
FBgn0263399,0,0,0,0
FBgn0263400,75,129,73,65
FBgn0263401,0,1,1,1
FBgn0263402,0,0,0,0
FBgn0263403,0,0,0,0
FBgn0263404,0,0,0,0
FBgn0263405,0,1,0,1
FBgn0263406,0,1,0,0
FBgn0263407,1,0,0,0
FBgn0263408,1,0,0,0
FBgn0263409,0,0,0,0
FBgn0263410,0,0,0,0
FBgn0263411,0,0,0,1
FBgn0263412,0,4,2,0
FBgn0263413,3123,6363,2771,2877
FBgn0263414,16,56,20,25
FBgn0263415,77,175,44,54
FBgn0263441,38,56,18,19
FBgn0263442,0,0,0,0
FBgn0263443,4,3,3,4
FBgn0263444,2,1,0,0
FBgn0263445,10,22,19,17
FBgn0263446,10,12,6,10
FBgn0263447,0,0,1,0
FBgn0263448,1,2,2,2
FBgn0263449,2,8,3,5
FBgn0263451,4,2,1,4
FBgn0263452,37,45,31,37
FBgn0263453,0,0,0,0
FBgn0263454,0,0,0,0
FBgn0263455,0,0,1,0
FBgn0263456,3,12,0,2
FBgn0263457,43,188,992,103
FBgn0263458,0,0,0,0
FBgn0263459,200,397,210,217
FBgn0263460,4,14,6,8
FBgn0263461,7,21,15,7
FBgn0263462,510,1043,461,488
FBgn0263463,30,58,33,30
FBgn0263464,25,35,17,22
FBgn0263465,4,10,3,5
FBgn0263466,11,22,8,5
FBgn0263467,37,71,35,34
FBgn0263468,24,51,16,26
FBgn0263469,49,67,29,26
FBgn0263470,57,92,55,57
FBgn0263471,9,16,2,7
FBgn0263472,54,94,38,35
FBgn0263473,0,0,0,0
FBgn0034721,0,1,1,0
FBgn0034722,369,699,308,259
FBgn0025878,6,9,7,3
FBgn0034723,273,635,328,256
FBgn0034725,8,16,6,4
FBgn0053200,19,44,17,31
FBgn0034726,98,201,117,103
FBgn0022985,176,344,143,171
FBgn0034728,217,413,198,195
FBgn0034730,5,1,0,1
FBgn0034731,2,7,2,0
FBgn0034733,5,12,3,8
FBgn0034734,449,847,371,458
FBgn0034735,140,255,120,108
FBgn0034736,235,468,230,223
FBgn0034737,3,2,0,2
FBgn0003175,636,1118,492,505
FBgn0034729,64,121,87,70
FBgn0034727,157,318,153,141
FBgn0022986,578,1096,465,558
FBgn0022984,149,284,137,146
FBgn0034724,56,105,52,45
FBgn0034720,37,56,31,21
FBgn0017482,38,81,40,40
FBgn0034718,798,1333,665,686
FBgn0034739,1,0,3,1
FBgn0034741,60,103,56,64
FBgn0034743,545,1044,495,543
FBgn0034744,194,414,189,188
FBgn0053143,39,91,37,56
FBgn0026261,164,318,111,138
FBgn0034740,2,18,9,12
FBgn0034758,0,0,0,0
FBgn0034759,0,0,0,0
FBgn0034761,308,566,221,193
FBgn0050273,0,0,0,0
FBgn0050269,0,0,0,0
FBgn0034763,196,390,202,218
FBgn0034766,2,2,2,1
FBgn0034768,0,6,1,2
FBgn0034770,0,0,0,0
FBgn0050275,7,6,6,8
FBgn0050268,3,4,2,4
FBgn0034774,0,0,0,2
FBgn0050267,0,0,1,1
FBgn0034776,3,3,1,1
FBgn0011211,724,1369,617,690
FBgn0050271,2,5,0,2
FBgn0050274,1,2,1,2
FBgn0050272,3,5,0,3
FBgn0050265,4,2,3,0
FBgn0034782,1,2,1,2
FBgn0034783,0,3,0,1
FBgn0034784,1,1,2,2
FBgn0034785,19,33,17,14
FBgn0010078,403,783,358,374
FBgn0004896,1,5,3,5
FBgn0034788,3,4,2,1
FBgn0034789,57,97,58,64
FBgn0034793,158,328,161,158
FBgn0034795,124,267,122,141
FBgn0034796,99,226,81,87
FBgn0034792,350,584,301,316
FBgn0034791,97,188,104,123
FBgn0001263,395,730,311,378
FBgn0034786,179,423,172,177
FBgn0000405,743,1403,654,631
FBgn0028371,14,19,9,10
FBgn0034769,0,2,0,0
FBgn0050259,2,4,1,0
FBgn0005631,389,764,391,399
FBgn0020257,1433,2054,977,868
FBgn0050196,25,34,12,10
FBgn0034756,28,38,21,24
FBgn0034755,3,5,4,2
FBgn0050195,7,13,3,4
FBgn0034753,830,1309,659,910
FBgn0040091,206,389,233,190
FBgn0034750,127,248,107,128
FBgn0019949,110,184,90,107
FBgn0034748,114,181,76,76
FBgn0034745,141,275,115,135
FBgn0034742,316,670,325,355
FBgn0034797,111,226,126,143
FBgn0034803,196,436,211,207
FBgn0021979,299,522,253,271
FBgn0050202,69,116,50,73
FBgn0034816,87,132,65,65
FBgn0045483,0,1,0,0
FBgn0045482,0,1,0,0
FBgn0050192,0,0,0,0
FBgn0034827,0,0,0,0
FBgn0034829,1,1,0,3
FBgn0034828,0,0,0,0
FBgn0034826,0,1,1,0
FBgn0034825,0,0,0,0
FBgn0034824,0,3,1,0
FBgn0041236,0,0,0,0
FBgn0041235,0,0,0,0
FBgn0034822,0,0,0,0
FBgn0034821,1,0,0,0
FBgn0034819,0,0,0,0
FBgn0034817,118,225,90,113
FBgn0003062,494,829,362,425
FBgn0050201,700,1209,817,776
FBgn0034814,181,357,160,192
FBgn0010622,95,187,119,103
FBgn0034808,383,717,342,201
FBgn0034807,0,0,0,0
FBgn0052833,1,3,3,3
FBgn0052834,1,2,2,1
FBgn0052835,0,2,0,1
FBgn0034804,348,701,305,315
FBgn0034802,1214,2418,1034,994
FBgn0034800,95,163,88,82
FBgn0010660,1038,1980,854,952
FBgn0050187,565,1032,470,477
FBgn0034833,0,0,0,2
FBgn0034835,1,3,0,0
FBgn0034839,0,0,0,0
FBgn0034841,1,0,2,0
FBgn0034844,0,3,2,0
FBgn0034846,0,2,0,0
FBgn0050409,6,12,12,4
FBgn0050410,152,276,146,140
FBgn0034850,3,10,9,11
FBgn0034853,510,1004,475,456
FBgn0041712,108,169,98,97
FBgn0034856,82,157,72,67
FBgn0034858,254,501,225,269
FBgn0050411,0,1,0,0
FBgn0034867,1,1,1,1
FBgn0034866,0,1,1,3
FBgn0034865,1,1,0,0
FBgn0034863,2,0,1,0
FBgn0026384,3,3,1,1
FBgn0034861,73,142,36,66
FBgn0034860,1,0,2,1
FBgn0034859,116,233,102,111
FBgn0028497,206,428,215,217
FBgn0050414,92,180,92,87
FBgn0040660,282,518,328,270
FBgn0034854,489,975,488,456
FBgn0003977,324,611,273,303
FBgn0034849,111,191,94,104
FBgn0046253,0,2,0,2
FBgn0050413,0,0,0,0
FBgn0050417,1,0,1,0
FBgn0050416,0,0,0,0
FBgn0050412,0,1,0,0
FBgn0034842,1,0,0,1
FBgn0034840,3,4,2,1
FBgn0003009,2,2,1,2
FBgn0034838,2,0,0,1
FBgn0034837,0,0,0,0
FBgn0040063,0,0,1,1
FBgn0034834,0,2,0,0
FBgn0034869,0,0,0,1
FBgn0034870,86,167,93,109
FBgn0041234,2,8,4,5
FBgn0050185,158,257,147,132
FBgn0034877,257,523,244,251
FBgn0010501,157,273,118,159
FBgn0034880,120,204,104,108
FBgn0015277,163,282,163,169
FBgn0050184,58,81,44,47
FBgn0015903,799,1438,656,595
FBgn0034882,0,2,1,1
FBgn0004795,115,255,131,94
FBgn0034887,18,48,25,14
FBgn0016762,125,204,120,120
FBgn0034893,54,138,50,67
FBgn0013548,325,655,271,282
FBgn0034897,25,48,26,31
FBgn0034899,2,1,1,1
FBgn0034900,0,3,1,0
FBgn0034901,1,2,2,1
FBgn0034902,97,171,73,86
FBgn0000562,277,508,272,249
FBgn0034898,24,37,15,19
FBgn0011297,21,38,28,23
FBgn0034894,212,352,173,191
FBgn0050183,239,508,221,220
FBgn0011296,2,4,1,6
FBgn0034885,2,6,1,1
FBgn0034884,1,1,1,1
FBgn0034883,2,1,1,1
FBgn0034879,177,318,141,154
FBgn0034878,467,875,406,427
FBgn0034876,245,489,196,224
FBgn0041233,2,2,1,0
FBgn0050181,6,12,6,8
FBgn0015372,576,1074,491,512
FBgn0034871,3,6,3,4
FBgn0050177,2,5,2,2
FBgn0034907,15,17,5,6
FBgn0034908,249,471,200,237
FBgn0034911,5,21,9,10
FBgn0034914,293,586,278,294
FBgn0024234,264,410,195,196
FBgn0034919,53,103,38,64
FBgn0011236,1438,3244,1721,1495
FBgn0034920,6,16,5,9
FBgn0034924,29,57,20,24
FBgn0034928,120,481,122,141
FBgn0034931,0,0,0,0
FBgn0023477,750,1440,666,659
FBgn0001123,128,267,115,137
FBgn0034936,112,235,92,103
FBgn0034937,92,161,82,89
FBgn0034939,143,299,150,157
FBgn0034943,4,2,4,6
FBgn0020764,376,731,372,365
FBgn0003008,51,101,51,47
FBgn0034946,408,758,326,393
FBgn0002791,205,402,197,188
FBgn0005612,317,534,260,287
FBgn0050178,51,94,47,36
FBgn0034950,14,27,9,16
FBgn0034957,52,109,53,47
FBgn0034959,156,253,159,148
FBgn0011695,120,235,87,122
FBgn0034961,101,202,86,75
FBgn0034962,176,342,181,172
FBgn0034964,639,1246,651,755
FBgn0003353,49,91,35,46
FBgn0034966,3,19,7,5
FBgn0034968,1072,1998,1014,1090
FBgn0034971,160,273,110,119
FBgn0034970,181,416,205,193
FBgn0023170,294,538,280,223
FBgn0034965,8,13,4,9
FBgn0028552,89,187,78,85
FBgn0011726,498,897,431,461
FBgn0034963,86,197,93,109
FBgn0013764,258,469,237,238
FBgn0050172,19,30,22,15
FBgn0061198,206,404,184,158
FBgn0034958,426,785,388,369
FBgn0034956,3,4,1,1
FBgn0034951,75,131,60,66
FBgn0034948,220,417,215,210
FBgn0034945,128,275,111,114
FBgn0034942,1,1,2,0
FBgn0034940,173,355,154,165
FBgn0034938,76,129,77,68
FBgn0034935,28,51,39,33
FBgn0034933,347,686,276,280
FBgn0015268,386,840,344,326
FBgn0034925,90,153,80,82
FBgn0034923,125,225,114,122
FBgn0034921,208,372,180,212
FBgn0025334,1,1,1,0
FBgn0025336,99,199,113,124
FBgn0025352,426,811,346,399
FBgn0025335,286,478,237,286
FBgn0004581,42,82,34,46
FBgn0034918,328,597,337,277
FBgn0021895,62,112,46,54
FBgn0034915,355,684,303,306
FBgn0034913,140,249,139,154
FBgn0003401,236,423,194,183
FBgn0034910,1,0,0,0
FBgn0034909,65,118,58,75
FBgn0028411,180,281,175,144
FBgn0010278,413,753,374,367
FBgn0034904,0,0,0,1
FBgn0034973,0,0,0,0
FBgn0034974,0,7,2,1
FBgn0034975,544,1097,584,619
FBgn0041706,0,5,1,1
FBgn0021875,236,491,263,219
FBgn0015544,127,225,130,144
FBgn0034985,36,59,24,35
FBgn0026169,82,151,70,69
FBgn0034988,287,558,306,349
FBgn0034989,305,565,317,335
FBgn0050418,33,60,30,30
FBgn0034996,2,8,3,3
FBgn0005636,667,1353,560,477
FBgn0034999,1850,2984,2054,1668
FBgn0004101,164,313,134,174
FBgn0005638,11,19,11,4
FBgn0034998,1,3,2,0
FBgn0034994,1,3,1,2
FBgn0050419,0,6,3,1
FBgn0034986,53,102,54,35
FBgn0041582,287,523,266,244
FBgn0023081,298,597,288,322
FBgn0034972,0,6,0,1
FBgn0002787,309,583,253,296
FBgn0035005,0,2,0,3
FBgn0035007,2,3,0,4
FBgn0035008,0,4,1,1
FBgn0035009,0,0,0,0
FBgn0035010,4,4,3,1
FBgn0029501,1,3,2,3
FBgn0035014,2,5,2,1
FBgn0050169,183,370,134,167
FBgn0035020,86,199,78,84
FBgn0035022,0,0,1,0
FBgn0035023,625,1077,556,445
FBgn0035024,238,467,214,214
FBgn0035025,163,305,130,167
FBgn0035027,137,255,114,104
FBgn0020521,78,159,69,77
FBgn0035031,168,343,154,208
FBgn0035033,273,506,244,236
FBgn0035034,12,26,9,12
FBgn0035035,832,1487,814,774
FBgn0035039,53,107,41,47
FBgn0015040,0,1,0,0
FBgn0035042,0,1,1,2
FBgn0035044,44,59,24,31
FBgn0035046,78,166,83,72
FBgn0035047,195,301,124,189
FBgn0035049,745,1404,798,699
FBgn0260456,284,564,259,299
FBgn0050161,23,56,28,31
FBgn0050163,22,21,13,10
FBgn0035043,2,5,3,3
FBgn0035041,22,45,21,24
FBgn0035040,53,92,49,43
FBgn0035036,114,212,108,109
FBgn0035032,193,372,174,177
FBgn0069913,19,43,17,28
FBgn0035026,170,333,157,189
FBgn0016687,408,658,305,306
FBgn0035019,30,63,26,31
FBgn0035016,223,431,189,202
FBgn0017556,3,1,0,2
FBgn0015300,0,2,0,1
FBgn0035012,0,0,0,0
FBgn0035011,0,0,1,2
FBgn0035006,0,2,2,2
FBgn0035004,0,1,0,0
FBgn0035003,1,0,1,0
FBgn0010414,76,193,91,103
FBgn0000037,21,30,19,23
FBgn0050421,878,1779,893,889
FBgn0035056,24,38,23,18
FBgn0035057,70,145,75,86
FBgn0035059,331,612,282,291
FBgn0035063,194,352,195,173
FBgn0035065,129,262,146,117
FBgn0035069,2,4,4,4
FBgn0000157,65,120,57,50
FBgn0035070,0,4,2,5
FBgn0035077,0,0,1,1
FBgn0022343,336,597,306,312
FBgn0035085,231,395,201,203
FBgn0035086,134,299,155,161
FBgn0035088,138,286,136,123
FBgn0035091,240,401,185,212
FBgn0004055,455,833,469,421
FBgn0010435,46,90,52,50
FBgn0035090,3,9,4,7
FBgn0035089,36,67,30,34
FBgn0050424,34,74,37,39
FBgn0035087,2633,4920,2610,2829
FBgn0027599,355,673,336,280
FBgn0035084,72,145,72,82
FBgn0035082,133,250,148,125
FBgn0043792,5,20,9,7
FBgn0060296,230,412,186,188
FBgn0035078,59,159,64,76
FBgn0035076,182,300,142,126
FBgn0035073,243,413,191,231
FBgn0023181,149,280,113,139
FBgn0028738,0,0,0,1
FBgn0015801,319,695,407,310
FBgn0041205,252,505,236,262
FBgn0035064,137,295,132,128
FBgn0025578,1,5,2,2
FBgn0035060,324,646,299,330
FBgn0027590,757,1455,748,404
FBgn0040666,68,130,62,75
FBgn0035050,4,8,0,6
FBgn0035092,4,22,7,3
FBgn0050198,185,531,211,239
FBgn0050199,195,307,162,183
FBgn0050200,43,65,41,42
FBgn0050430,0,2,0,0
FBgn0001325,149,284,162,113
FBgn0050429,0,0,0,1
FBgn0050428,85,136,55,79
FBgn0035094,101,160,63,65
FBgn0004181,0,0,1,0
FBgn0011694,0,0,1,0
FBgn0004919,387,721,346,362
FBgn0001147,11,14,11,10
FBgn0052475,0,1,3,0
FBgn0002564,3,9,2,3
FBgn0020386,1696,3073,1599,1613
FBgn0035099,79,157,69,74
FBgn0035101,539,1037,683,540
FBgn0035104,37,59,48,33
FBgn0027786,158,338,153,164
FBgn0035107,177,380,172,166
FBgn0024945,197,313,163,158
FBgn0035109,207,359,165,217
FBgn0035111,169,302,154,158
FBgn0035112,9,10,12,12
FBgn0053229,932,1673,831,953
FBgn0052476,25,68,23,23
FBgn0035120,187,327,173,193
FBgn0035122,75,170,90,66
FBgn0027111,16,29,19,8
FBgn0029002,9,19,9,6
FBgn0035124,16,17,9,6
FBgn0004373,772,1343,696,703
FBgn0052845,22,49,19,9
FBgn0035121,1411,2475,1192,1391
FBgn0024806,162,342,140,161
FBgn0000541,805,1562,672,759
FBgn0035113,126,292,179,161
FBgn0035110,154,303,141,127
FBgn0027587,353,625,339,313
FBgn0025592,141,258,135,114
FBgn0035106,636,1283,696,690
FBgn0035103,10,14,8,10
FBgn0035102,38,99,37,19
FBgn0040688,2,2,1,2
FBgn0035097,12,24,12,10
FBgn0035134,18,29,13,20
FBgn0040291,0,0,0,0
FBgn0035137,138,213,117,112
FBgn0035140,142,267,129,120
FBgn0035142,1678,3528,1831,1870
FBgn0035143,49,110,51,46
FBgn0035145,489,907,442,457
FBgn0035147,3652,6556,4207,3127
FBgn0035150,390,744,359,333
FBgn0035149,317,687,307,343
FBgn0035148,569,1082,527,594
FBgn0016715,2197,4355,2884,2368
FBgn0035146,1526,2714,1469,1382
FBgn0035144,922,1534,774,982
FBgn0035141,88,140,76,76
FBgn0001316,1633,3286,1680,1608
FBgn0035139,30,75,34,47
FBgn0035138,26,38,19,20
FBgn0023000,192,308,173,144
FBgn0035132,199,455,219,219
FBgn0035131,125,192,85,91
FBgn0052343,161,271,131,133
FBgn0052344,287,596,270,309
FBgn0035155,113,198,78,96
FBgn0052480,1344,2570,1441,1400
FBgn0052481,64,99,53,51
FBgn0035165,375,767,332,343
FBgn0035167,36,31,18,21
FBgn0035168,17,26,13,18
FBgn0035169,87,176,70,81
FBgn0035171,9,9,5,9
FBgn0052479,715,1492,686,754
FBgn0035176,3,3,2,0
FBgn0028999,2,11,10,4
FBgn0035173,902,1716,875,874
FBgn0035170,15,14,7,8
FBgn0035166,108,224,114,121
FBgn0035164,64,90,53,57
FBgn0035162,963,1940,1001,942
FBgn0035161,13,25,16,13
FBgn0052482,55,152,73,63
FBgn0035160,50,118,51,48
FBgn0035159,128,281,135,139
FBgn0025676,117,231,94,116
FBgn0035158,563,1067,544,589
FBgn0035157,18,36,15,18
FBgn0052483,39,59,41,45
FBgn0035154,62,120,41,46
FBgn0035153,399,809,384,346
FBgn0035152,294,486,225,247
FBgn0035151,36,70,35,29
FBgn0035179,29,74,34,28
FBgn0035181,119,199,81,106
FBgn0035186,6,19,9,8
FBgn0040281,15,14,5,4
FBgn0004425,1,0,0,0
FBgn0004426,0,0,0,0
FBgn0004428,0,1,0,0
FBgn0004430,1,2,0,1
FBgn0004429,0,1,1,0
FBgn0004427,0,2,3,0
FBgn0035189,6,6,4,3
FBgn0063667,3,4,0,1
FBgn0004431,1,1,1,2
FBgn0035187,7,10,4,3
FBgn0025525,525,915,565,353
FBgn0004870,65,182,65,77
FBgn0024277,1262,2320,1083,1075
FBgn0035192,43,101,66,69
FBgn0035196,4,8,2,2
FBgn0035199,3,8,0,5
FBgn0035203,92,187,93,115
FBgn0035205,320,575,298,316
FBgn0035207,226,485,266,333
FBgn0010246,1100,1998,1065,917
FBgn0011361,296,595,244,272
FBgn0263474,7,17,7,5
FBgn0263475,15,29,9,7
FBgn0263476,14,29,17,20
FBgn0263477,5,11,5,5
FBgn0263478,6,10,2,2
FBgn0263479,37,38,28,26
FBgn0263480,11,11,5,5
FBgn0263481,10,19,8,10
FBgn0263482,5,11,5,4
FBgn0263483,9,11,0,5
FBgn0263484,3,10,4,5
FBgn0263485,17,35,9,21
FBgn0263486,3,10,4,3
FBgn0263487,7,19,8,7
FBgn0263488,169,295,116,134
FBgn0263489,344,709,353,403
FBgn0263490,688,1276,640,593
FBgn0263492,2,3,3,3
FBgn0263493,0,0,0,0
FBgn0263494,0,0,0,0
FBgn0263495,1,1,0,1
FBgn0263496,9,8,1,3
FBgn0263497,2,6,4,4
FBgn0263498,0,2,0,1
FBgn0263499,2,7,1,1
FBgn0263500,0,0,0,1
FBgn0263501,1,0,0,0
FBgn0263502,0,1,0,0
FBgn0263503,1,1,0,0
FBgn0263504,76,165,100,106
FBgn0263505,0,3,1,0
FBgn0263506,0,0,0,0
FBgn0263507,647,1197,650,625
FBgn0263509,0,1,0,0
FBgn0263510,526,927,460,439
FBgn0263511,0,9,2,3
FBgn0263512,1,2,0,0
FBgn0263581,24,51,11,23
FBgn0263582,21,44,15,24
FBgn0263583,0,1,2,3
FBgn0263584,0,0,0,0
FBgn0263585,0,0,1,0
FBgn0263586,2,5,3,3
FBgn0263587,31,47,26,26
FBgn0263588,0,1,0,0
FBgn0263589,1,1,1,2
FBgn0263590,0,2,0,0
FBgn0263593,611,1450,632,614
FBgn0263594,842,1559,812,810
FBgn0263595,0,2,1,0
FBgn0263596,17,30,17,15
FBgn0263597,1,2,0,2
FBgn0263598,709,1283,710,648
FBgn0263599,564,1116,559,610
FBgn0263600,393,729,342,365
FBgn0263601,423,832,368,377
FBgn0263602,307,632,294,291
FBgn0263603,513,1053,471,486
FBgn0263605,177,357,151,165
FBgn0263606,28,58,29,32
FBgn0263607,25,50,27,26
FBgn0263608,10,2,5,5
FBgn0263611,1,3,2,3
FBgn0263612,0,1,0,0
FBgn0263613,0,1,3,1
FBgn0263615,0,1,0,0
FBgn0263616,0,0,0,0
FBgn0263617,2679,5165,2884,2596
FBgn0263618,0,3,2,3
FBgn0263619,15,23,18,8
FBgn0263620,191,418,197,147
FBgn0263621,8,8,6,7
FBgn0263622,0,0,0,1
FBgn0263623,0,3,0,1
FBgn0263624,0,2,0,0
FBgn0263625,0,0,0,0
FBgn0263626,2,2,0,3
FBgn0263627,0,0,0,0
FBgn0263628,18,30,11,14
FBgn0263647,0,0,1,0
FBgn0263648,1,4,0,0
FBgn0263649,4,12,5,4
FBgn0263650,0,0,0,0
FBgn0263651,1,1,0,1
FBgn0263652,2,0,6,1
FBgn0263653,104,207,57,78
FBgn0263654,0,0,0,0
FBgn0263655,32,59,28,27
FBgn0263656,10,29,15,15
FBgn0263657,2,0,0,0
FBgn0263658,0,2,0,0
FBgn0263659,1917,3608,1749,1629
FBgn0263660,2273,4862,2265,2366
FBgn0263661,0,1,0,1
FBgn0263662,63,109,60,65
FBgn0263663,60,155,64,63
FBgn0263664,0,0,0,0
FBgn0263665,180,343,158,182
FBgn0263667,194,365,202,210
FBgn0263697,156,290,128,159
FBgn0263705,10,34,20,14
FBgn0263706,861,1588,908,789
FBgn0263707,0,0,0,0
FBgn0263708,1,2,0,4
FBgn0263709,6,18,10,8
FBgn0263738,145,259,135,136
FBgn0263740,278,536,246,248
FBgn0263741,0,1,0,2
FBgn0263742,0,0,0,0
FBgn0263743,0,1,0,0
FBgn0263744,30,82,50,51
FBgn0263745,111,211,113,99
FBgn0263746,168,374,154,184
FBgn0263747,36,53,36,45
FBgn0263748,0,3,0,0
FBgn0263750,11,40,13,13
FBgn0263755,216,462,223,228
FBgn0263757,0,0,0,0
FBgn0263760,0,2,1,0
FBgn0263761,1,0,0,0
FBgn0263762,1,0,0,0
FBgn0263763,0,1,0,0
FBgn0263764,2,3,1,1
FBgn0263765,1,2,0,0
FBgn0263766,0,2,1,3
FBgn0263767,0,0,0,0
FBgn0263768,77,193,87,85
FBgn0263769,3,6,3,2
FBgn0263770,6,8,4,8
FBgn0263771,1,4,2,1
FBgn0263772,8,13,8,5
FBgn0263773,414,746,420,346
FBgn0263774,0,3,4,1
FBgn0263776,10,20,5,6
FBgn0263777,0,0,0,0
FBgn0263778,0,0,0,0
FBgn0263780,17,22,17,14
FBgn0263782,77,118,65,92
FBgn0263802,5,9,8,5
FBgn0263829,358,705,357,399
FBgn0263830,10,62,15,19
