Geneid,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0085790,0,0,0,1
FBgn0085831,3,2,3,1
FBgn0086021,8,27,13,12
FBgn0086022,0,0,0,0
FBgn0086023,49,52,54,38
FBgn0086024,28,37,38,30
FBgn0086025,21,17,27,17
FBgn0086026,0,0,0,0
FBgn0086027,665,687,846,883
FBgn0086028,47,43,55,47
FBgn0086029,0,1,0,1
FBgn0086030,1,0,0,0
FBgn0086031,99,94,110,126
FBgn0086032,0,0,0,0
FBgn0086033,0,0,0,0
FBgn0086034,0,0,0,0
FBgn0086035,0,0,0,0
FBgn0086036,43,52,49,44
FBgn0086037,7,3,13,5
FBgn0086038,33,11,47,14
FBgn0086039,102,106,125,106
FBgn0086040,8,4,5,10
FBgn0086041,28,31,29,30
FBgn0086042,21,43,45,39
FBgn0086043,6,8,14,11
FBgn0086044,1,1,0,1
FBgn0086045,0,0,0,0
FBgn0086046,0,0,0,0
FBgn0086047,0,0,0,0
FBgn0086048,28,25,17,18
FBgn0086049,34,30,24,22
FBgn0086051,0,0,0,0
FBgn0086052,4,2,5,2
FBgn0086053,37,24,46,32
FBgn0086054,38,38,43,24
FBgn0086055,2,1,5,4
FBgn0086056,0,0,0,0
FBgn0086057,66,44,62,57
FBgn0086058,41,23,53,20
FBgn0086059,0,1,0,1
FBgn0086060,11,6,12,5
FBgn0086061,78,100,101,92
FBgn0086062,26,17,17,20
FBgn0086063,4,7,9,9
FBgn0086064,19,22,19,18
FBgn0086065,22,42,33,32
FBgn0086066,0,0,0,0
FBgn0086067,38,36,49,34
FBgn0086068,41,60,36,46
FBgn0086069,47,63,62,49
FBgn0086070,28,34,26,34
FBgn0086071,9,11,16,17
FBgn0086072,74,80,83,60
FBgn0086073,0,0,0,0
FBgn0086074,777,471,710,383
FBgn0086075,0,0,0,0
FBgn0086076,0,0,0,0
FBgn0086077,1,3,4,2
FBgn0086078,163,160,218,152
FBgn0086079,73,88,113,82
FBgn0086080,5,3,4,7
FBgn0086081,2,1,2,4
FBgn0086082,47,62,63,66
FBgn0086129,924,1374,922,1427
FBgn0086130,438,467,479,451
FBgn0086134,856,929,1004,1010
FBgn0086200,111,196,136,194
FBgn0086251,1153,1328,1262,1575
FBgn0086253,258,239,272,272
FBgn0086254,1431,1352,1033,1289
FBgn0086265,10,23,12,9
FBgn0086266,2,0,2,2
FBgn0086346,905,1148,1061,1224
FBgn0086347,676,712,636,717
FBgn0086348,52,73,49,72
FBgn0086350,279,332,327,373
FBgn0086355,1361,1744,1605,1954
FBgn0086356,667,673,560,534
FBgn0086357,2756,2467,2955,2612
FBgn0086358,1630,2717,1723,3029
FBgn0086359,1925,1605,1720,1613
FBgn0086361,393,406,398,480
FBgn0086362,257,333,301,343
FBgn0086365,4956,5716,5535,5341
FBgn0086367,184,195,195,203
FBgn0086368,5,6,3,4
FBgn0086370,267,286,314,284
FBgn0086371,737,534,819,612
FBgn0086372,905,862,1004,970
FBgn0086378,505,456,630,485
FBgn0086384,480,480,556,579
FBgn0086408,42,35,50,58
FBgn0086442,1807,2297,1977,2507
FBgn0086443,4724,3376,5159,3438
FBgn0086444,687,655,740,741
FBgn0086445,1230,996,1225,918
FBgn0086446,756,575,798,598
FBgn0086447,611,519,678,499
FBgn0086448,106,136,126,131
FBgn0086450,1268,1140,1532,1112
FBgn0086451,966,835,1080,955
FBgn0086472,1521,1288,2071,1398
FBgn0086519,4,7,2,3
FBgn0086532,0,2,2,0
FBgn0086533,93,76,127,90
FBgn0086558,4130,4105,4103,4075
FBgn0086600,39,48,29,45
FBgn0086601,67,102,86,98
FBgn0086602,82,119,57,94
FBgn0086603,0,0,0,0
FBgn0086604,55,25,61,18
FBgn0086605,583,710,623,755
FBgn0086608,36,70,58,56
FBgn0086610,0,1,2,2
FBgn0086611,0,0,0,0
FBgn0086655,3042,3791,3362,4422
FBgn0086656,706,757,701,874
FBgn0086657,441,473,543,524
FBgn0086658,886,985,998,1045
FBgn0086659,4505,4402,5910,4777
FBgn0086660,46,54,58,47
FBgn0086661,201,521,245,540
FBgn0086662,126,133,146,122
FBgn0086663,245,236,289,208
FBgn0086664,108,98,138,123
FBgn0086665,69,74,72,57
FBgn0086666,85,90,67,80
FBgn0086667,3871,2870,4241,2731
FBgn0086668,58,103,65,68
FBgn0086669,42,37,56,40
FBgn0086670,2448,2064,3014,1913
FBgn0086671,38,40,50,32
FBgn0086672,288,370,344,333
FBgn0086673,10,18,16,13
FBgn0086674,60,57,70,72
FBgn0086675,6,9,7,9
FBgn0086676,6146,5950,6668,6260
FBgn0086677,13,14,12,12
FBgn0086679,1014,844,1107,941
FBgn0086680,38,40,39,39
FBgn0086681,96,135,90,134
FBgn0086683,1049,1116,1212,1259
FBgn0085407,2681,1710,2745,1824
FBgn0086686,1822,1529,1988,1664
FBgn0086687,3503,3031,3979,3187
FBgn0086690,4126,3997,4328,4312
FBgn0086691,155,164,139,160
FBgn0086693,242,391,253,416
FBgn0086694,770,838,786,902
FBgn0086695,443,524,517,501
FBgn0086698,627,538,682,563
FBgn0086704,27,29,35,49
FBgn0086706,944,1079,964,1149
FBgn0086707,752,929,773,979
FBgn0086708,1015,1574,1133,1851
FBgn0086710,2940,3490,3317,3567
FBgn0086711,1249,749,1415,884
FBgn0086712,552,690,550,746
FBgn0086757,414,533,481,579
FBgn0086758,12162,10596,12684,11385
FBgn0086768,216,268,231,274
FBgn0086778,21,36,17,25
FBgn0086779,3511,3546,4031,3880
FBgn0086782,2622,3343,2878,3029
FBgn0086784,878,1082,940,1099
FBgn0086785,190,227,195,227
FBgn0086855,978,1043,961,1117
FBgn0086856,278,329,300,350
FBgn0086895,369,381,361,436
FBgn0086898,89,124,79,161
FBgn0086900,0,0,0,0
FBgn0086904,1133,1173,1232,1132
FBgn0086906,969,1489,620,956
FBgn0086907,14,10,12,6
FBgn0086908,260,273,273,274
FBgn0086909,398,566,434,527
FBgn0086912,1025,1284,1111,1261
FBgn0086913,6,11,9,17
FBgn0086915,45,66,43,72
FBgn0086916,1,3,1,2
FBgn0086917,17,5,14,5
FBgn0087002,21,22,33,22
FBgn0087005,179,194,153,218
FBgn0087007,1227,1609,1350,1765
FBgn0087008,2046,2096,2061,2131
FBgn0087011,32,40,33,38
FBgn0087012,27,17,22,17
FBgn0087013,1885,2019,2213,2155
FBgn0087021,517,441,533,404
FBgn0087035,1615,1705,1718,1936
FBgn0087039,176,266,200,324
FBgn0087040,264,235,264,228
FBgn0087041,0,0,0,0
FBgn0243486,63,15,65,12
FBgn0243511,356,362,370,379
FBgn0243512,8295,7038,8580,6892
FBgn0243513,256,426,268,518
FBgn0243514,712,332,779,353
FBgn0243516,1770,2107,1842,2130
FBgn0243586,0,2,0,0
FBgn0250731,0,0,0,0
FBgn0250732,764,822,805,823
FBgn0250746,880,1122,1145,1268
FBgn0250753,3565,3741,3714,3935
FBgn0250754,1775,1854,1809,1736
FBgn0250755,103,165,80,142
FBgn0250757,16,8,26,19
FBgn0250785,4756,3863,5227,4434
FBgn0250786,2122,3193,2272,3450
FBgn0250788,1638,1632,1733,1810
FBgn0250789,1051,817,1094,906
FBgn0250791,610,705,678,798
FBgn0250814,865,993,1042,1124
FBgn0250815,0,0,3,0
FBgn0250816,144,154,140,140
FBgn0250817,0,1,1,0
FBgn0250819,283,476,344,379
FBgn0250820,712,826,886,1046
FBgn0250821,14,15,10,15
FBgn0250822,0,0,0,2
FBgn0250823,2418,2330,2617,2183
FBgn0250824,63,129,99,119
FBgn0250825,0,1,3,2
FBgn0250826,0,3,1,0
FBgn0250827,4,2,2,3
FBgn0250830,611,743,679,684
FBgn0250831,4,9,1,6
FBgn0250832,0,13,0,12
FBgn0250833,2,5,2,6
FBgn0250834,2,1,0,15
FBgn0250835,5,2,4,0
FBgn0250836,2,2,1,0
FBgn0250837,0,0,0,0
FBgn0250838,673,679,673,689
FBgn0250839,13,12,28,9
FBgn0250841,0,1,2,0
FBgn0250842,15,16,16,15
FBgn0250843,1347,1484,1609,1753
FBgn0250844,2,3,2,3
FBgn0250845,6,2,3,8
FBgn0250846,0,4,2,0
FBgn0250847,32,46,36,56
FBgn0250848,1969,2439,1878,2602
FBgn0250849,0,0,0,0
FBgn0250850,648,896,734,765
FBgn0250851,0,0,0,0
FBgn0250862,166,133,151,140
FBgn0250867,2905,2549,2953,2948
FBgn0250868,237,270,262,320
FBgn0250869,1112,1117,1156,861
FBgn0250871,725,833,753,769
FBgn0250874,236,278,280,297
FBgn0250903,0,0,0,0
FBgn0250904,18,28,23,38
FBgn0250906,1899,1880,2315,1997
FBgn0250907,85,78,92,73
FBgn0250908,5,6,10,7
FBgn0250910,41,27,57,47
FBgn0250911,0,0,0,0
FBgn0259098,0,1,1,0
FBgn0259099,5,13,8,11
FBgn0259101,7,5,5,8
FBgn0259108,78,88,79,83
FBgn0259110,40,42,27,41
FBgn0259111,4114,3591,4048,4191
FBgn0259112,210,202,192,177
FBgn0259113,433,463,361,424
FBgn0259139,1052,995,1128,1017
FBgn0259140,16,14,14,20
FBgn0259143,570,567,590,604
FBgn0259145,15,23,23,19
FBgn0259146,7,8,15,14
FBgn0259148,3,5,0,3
FBgn0259149,36,35,28,34
FBgn0259150,165,141,207,186
FBgn0259151,45,51,49,37
FBgn0259152,210,316,242,361
FBgn0259162,4,1,2,2
FBgn0259163,38,47,21,41
FBgn0259164,35,43,49,61
FBgn0259166,613,599,655,629
FBgn0259167,766,710,774,673
FBgn0259168,1131,976,1113,1089
FBgn0259170,646,534,532,547
FBgn0259171,993,863,1226,1076
FBgn0259173,672,371,731,397
FBgn0259174,2864,3285,3063,3307
FBgn0259175,4782,4267,5219,4787
FBgn0259176,8670,7901,8565,8449
FBgn0259178,798,931,895,1000
FBgn0259179,3,0,3,2
FBgn0259183,40,28,31,20
FBgn0259184,47,32,38,26
FBgn0259185,7,10,11,12
FBgn0259186,5,3,5,5
FBgn0259187,2,5,7,9
FBgn0259188,181,176,206,153
FBgn0259189,133,133,157,141
FBgn0259190,11,7,7,11
FBgn0259192,157,223,180,206
FBgn0259193,5,0,5,5
FBgn0259194,6,3,2,4
FBgn0259195,0,1,0,4
FBgn0259196,5,17,6,14
FBgn0259198,0,1,0,0
FBgn0259199,0,0,0,0
FBgn0259200,0,0,0,0
FBgn0259201,0,0,0,0
FBgn0259202,0,0,0,0
FBgn0259203,4,2,4,5
FBgn0259204,0,0,0,0
FBgn0259209,16,30,26,35
FBgn0259210,28,55,52,47
FBgn0259211,40,47,59,43
FBgn0259212,3470,4780,5160,4925
FBgn0259213,2,1,3,5
FBgn0259214,1093,1235,1191,1256
FBgn0259215,516,544,555,543
FBgn0259216,38,23,33,33
FBgn0259219,11,9,16,3
FBgn0259221,365,469,371,472
FBgn0259222,84,102,89,80
FBgn0259223,1,2,3,1
FBgn0259224,2384,649,3042,757
FBgn0259226,54,66,52,51
FBgn0259227,1781,1920,2002,1662
FBgn0259228,1698,2488,1745,2537
FBgn0259229,8,5,3,5
FBgn0259230,72,106,101,79
FBgn0259231,1,3,3,3
FBgn0259233,267,498,342,503
FBgn0259236,5,6,4,10
FBgn0259237,16,16,7,13
FBgn0259238,473,660,488,719
FBgn0259239,353,504,358,502
FBgn0259241,2,4,3,4
FBgn0259242,380,396,456,497
FBgn0259243,565,578,567,629
FBgn0259244,187,234,221,281
FBgn0259245,32,31,33,29
FBgn0259246,579,514,562,574
FBgn0259481,3600,3040,3497,3034
FBgn0259482,372,384,335,415
FBgn0259483,462,560,484,581
FBgn0259676,171,189,143,158
FBgn0259677,303,361,324,381
FBgn0259678,124,167,112,120
FBgn0259682,493,442,510,490
FBgn0259683,191,179,191,95
FBgn0259685,912,972,1046,1065
FBgn0259699,0,0,0,0
FBgn0259700,152,142,183,172
FBgn0259701,0,0,0,1
FBgn0259702,0,2,2,1
FBgn0259703,0,1,4,1
FBgn0259704,240,279,205,217
FBgn0259705,124,159,148,120
FBgn0259707,66,58,50,59
FBgn0259708,0,0,0,0
FBgn0259709,0,0,0,0
FBgn0259710,53,55,37,64
FBgn0259711,753,1043,817,1206
FBgn0259712,12,13,10,21
FBgn0259713,2,0,0,4
FBgn0259714,2467,1544,2668,1788
FBgn0259715,144,31,199,42
FBgn0259716,42,9,70,17
FBgn0259717,0,0,0,0
FBgn0259718,0,0,0,0
FBgn0259720,0,0,0,0
FBgn0259721,0,0,0,0
FBgn0259722,62,65,62,116
FBgn0259725,0,0,0,0
FBgn0259726,0,0,0,0
FBgn0259727,0,0,0,0
FBgn0259728,1,5,3,5
FBgn0259729,2,2,2,3
FBgn0259730,0,0,0,0
FBgn0259731,0,0,0,0
FBgn0259732,0,0,0,0
FBgn0259733,0,0,0,0
FBgn0259734,2736,2478,3306,2631
FBgn0259735,8679,7755,8947,7816
FBgn0259736,62,101,67,94
FBgn0259737,71,80,77,86
FBgn0259738,0,8,2,5
FBgn0259739,5,5,3,8
FBgn0259740,2014,1123,1673,1381
FBgn0259741,95,97,88,95
FBgn0259742,159,158,180,203
FBgn0259745,1770,1933,1712,2306
FBgn0259748,1,0,0,0
FBgn0259749,1571,1556,1689,1632
FBgn0259785,1031,1441,1110,1478
FBgn0259789,72,70,80,58
FBgn0259791,199,274,173,180
FBgn0259794,51,73,49,62
FBgn0259795,0,8,4,4
FBgn0259817,0,0,0,0
FBgn0259818,706,942,813,850
FBgn0259821,85,40,110,58
FBgn0259823,119,137,107,125
FBgn0259824,965,1077,1124,1273
FBgn0259831,3,8,5,5
FBgn0259832,79,135,91,112
FBgn0259834,1434,1972,1554,1548
FBgn0259837,0,0,0,0
FBgn0259838,0,0,0,0
FBgn0259839,0,0,0,0
FBgn0259840,0,0,0,0
FBgn0259841,0,1,1,0
FBgn0259842,0,0,0,0
FBgn0259843,0,1,1,0
FBgn0259845,0,1,1,1
FBgn0259846,0,0,0,0
FBgn0259847,0,1,0,0
FBgn0259848,0,0,0,0
FBgn0259849,0,0,0,0
FBgn0259850,0,0,4,0
FBgn0259851,416,0,0,0
FBgn0259852,0,0,0,0
FBgn0259853,0,3,0,2
FBgn0259855,0,0,0,0
FBgn0259856,0,2,2,2
FBgn0259857,2,0,0,2
FBgn0259858,2,1,2,1
FBgn0259859,1,1,0,0
FBgn0259860,0,0,0,0
FBgn0259861,0,1,1,0
FBgn0259862,0,0,0,0
FBgn0259863,1,0,0,0
FBgn0259864,0,0,0,0
FBgn0259869,0,0,1015,0
FBgn0259870,0,0,0,0
FBgn0259875,1,0,1,1
FBgn0259876,1381,1575,1486,1479
FBgn0259878,2908,2638,2476,2659
FBgn0259896,19,14,38,29
FBgn0259916,92,118,79,136
FBgn0259917,1,2,3,0
FBgn0259918,1,2,2,4
FBgn0259922,2,0,1,0
FBgn0259923,1319,1218,1369,1501
FBgn0259926,64,86,59,60
FBgn0259927,17,19,27,26
FBgn0259932,0,0,0,0
FBgn0259933,0,0,0,0
FBgn0259935,94,127,79,98
FBgn0259936,717,889,872,967
FBgn0259937,2604,3457,2844,3391
FBgn0259938,11077,11914,12829,7311
FBgn0259949,0,0,0,0
FBgn0259950,0,0,0,0
FBgn0259951,0,17,1,0
FBgn0259952,0,4,0,0
FBgn0259953,0,0,1,2
FBgn0259954,3,1,1,0
FBgn0259955,0,0,0,0
FBgn0259956,1,0,1,2
FBgn0259957,1,0,0,2
FBgn0259958,4,3,0,0
FBgn0259959,0,1,0,1
FBgn0259960,0,0,1,1
FBgn0259961,0,0,1,1
FBgn0259962,3,0,0,1
FBgn0259963,0,0,0,0
FBgn0259964,0,3,0,0
FBgn0259965,0,1,0,0
FBgn0259966,3,1,2,5
FBgn0259967,0,0,2,3
FBgn0259968,0,0,0,0
FBgn0259969,0,0,0,0
FBgn0259970,0,0,0,0
FBgn0259971,0,0,0,0
FBgn0259972,0,5,1,2
FBgn0259973,0,0,0,1
FBgn0259974,1,2,1,1
FBgn0259975,0,0,0,0
FBgn0259977,138,203,151,178
FBgn0259978,1998,3002,2292,2824
FBgn0259982,88,118,102,89
FBgn0259984,3857,3556,3825,3719
FBgn0259985,212,275,256,300
FBgn0259986,7,13,8,12
FBgn0259989,0,0,0,0
FBgn0259990,0,0,0,0
FBgn0259991,0,0,0,0
FBgn0259992,501,417,542,431
FBgn0259993,200,210,190,197
FBgn0259994,41,469,72,571
FBgn0259996,2,3,1,4
FBgn0259998,3,1,7,8
FBgn0260000,8,7,4,8
FBgn0260002,70,98,101,70
FBgn0260003,5352,4916,5497,5012
FBgn0260004,128,147,136,193
FBgn0260005,196,255,215,203
FBgn0260006,149,221,134,232
FBgn0260007,8,23,5,16
FBgn0260008,1003,958,1106,927
FBgn0260011,110,57,272,121
FBgn0260012,1002,1228,1140,1275
FBgn0260026,82,91,90,84
FBgn0260027,103,124,106,107
FBgn0260049,1345,1441,1482,1502
FBgn0260222,0,0,0,0
FBgn0260223,0,0,0,0
FBgn0260224,0,0,0,0
FBgn0260225,0,0,0,0
FBgn0260226,0,2,1,0
FBgn0260228,0,0,0,0
FBgn0260229,0,0,0,0
FBgn0260230,0,0,0,0
FBgn0260231,0,0,0,0
FBgn0260233,0,0,0,0
FBgn0260234,29,22,17,30
FBgn0260237,0,0,0,0
FBgn0260238,0,1,0,1
FBgn0260243,873,825,810,900
FBgn0260386,179,168,182,199
FBgn0260388,301,328,325,369
FBgn0260390,0,0,0,0
FBgn0260392,0,4,1,2
FBgn0260393,9,5,5,2
FBgn0260396,2,0,0,2
FBgn0260397,347,385,368,409
FBgn0260398,0,0,0,0
FBgn0260399,532,562,486,560
FBgn0260400,821,1220,973,1188
FBgn0260401,0,0,0,0
FBgn0260407,291,323,320,337
FBgn0260428,0,1,0,0
FBgn0260429,891,1138,1072,1179
FBgn0260430,25,25,17,21
FBgn0260431,444,588,491,696
FBgn0260434,0,0,0,0
FBgn0260435,10,4,7,3
FBgn0260436,0,0,0,0
FBgn0260437,25,26,27,38
FBgn0260486,10344,11264,11515,11456
FBgn0260487,18,12,6,14
FBgn0260499,27,25,39,20
FBgn0260632,5933,5104,6211,5798
FBgn0260634,614,750,616,721
FBgn0260635,5776,5691,6574,6045
FBgn0260639,487,645,461,694
FBgn0260642,45,60,42,49
FBgn0260643,0,0,2,0
FBgn0260644,0,0,0,0
FBgn0260645,1,1,1,5
FBgn0260646,8,12,11,13
FBgn0260648,142,147,171,174
FBgn0260653,29,17,23,14
FBgn0260655,694,814,724,931
FBgn0260657,67,49,76,40
FBgn0260658,72,94,62,89
FBgn0260659,514,634,570,668
FBgn0260660,892,1393,1240,1658
FBgn0260713,1,3,2,3
FBgn0260718,136,111,112,104
FBgn0260719,2,1,2,0
FBgn0260720,104,150,117,142
FBgn0260721,3,1,1,1
FBgn0260722,725,655,783,721
FBgn0260741,216,246,297,272
FBgn0260742,579,562,616,564
FBgn0260743,370,277,347,277
FBgn0260744,409,445,532,474
FBgn0260745,2853,1928,2846,1889
FBgn0260746,3565,2906,3886,3200
FBgn0260747,2021,1764,2093,1747
FBgn0260748,3001,2431,3187,2720
FBgn0260749,592,722,638,785
FBgn0260750,204,228,217,261
FBgn0260753,98,108,110,69
FBgn0260755,433,702,593,802
FBgn0260756,265,320,284,347
FBgn0260758,125,116,135,125
FBgn0260759,0,0,0,0
FBgn0260760,0,0,0,0
FBgn0260761,3,1,1,0
FBgn0260762,1,0,2,0
FBgn0260763,33,31,25,20
FBgn0260764,36,26,36,26
FBgn0260766,106,105,112,100
FBgn0260767,0,0,0,0
FBgn0260768,829,549,806,494
FBgn0260770,0,0,0,0
FBgn0260771,217,295,273,283
FBgn0260775,0,0,0,0
FBgn0260776,5,3,5,4
FBgn0260777,2,3,4,2
FBgn0260779,262,293,279,334
FBgn0260780,212,260,203,230
FBgn0260789,405,452,497,486
FBgn0260793,138,129,128,120
FBgn0260794,2718,3048,2864,3118
FBgn0260795,45,79,42,79
FBgn0260798,523,580,533,622
FBgn0260799,596,685,659,736
FBgn0260812,12,14,16,7
FBgn0260817,133,319,176,351
FBgn0260855,694,1067,782,1344
FBgn0260856,326,396,380,395
FBgn0260857,577,612,642,722
FBgn0260858,369,426,437,479
FBgn0260859,43,53,56,61
FBgn0260860,115,148,127,154
FBgn0260861,203,305,252,285
FBgn0260862,477,514,463,575
FBgn0260866,1684,1413,1627,1628
FBgn0260867,0,1,0,1
FBgn0260868,1,1,0,0
FBgn0260869,0,0,0,0
FBgn0260870,0,0,0,0
FBgn0260871,4,7,8,4
FBgn0260873,1,1,1,0
FBgn0260874,140,166,152,148
FBgn0260932,206,302,271,284
FBgn0260933,632,580,786,771
FBgn0260934,4885,4778,5198,4894
FBgn0260935,380,385,450,435
FBgn0260936,1896,1859,2024,2113
FBgn0260938,935,882,1035,954
FBgn0260940,74,104,79,118
FBgn0260941,1383,1677,1532,1790
FBgn0260942,6,5,3,4
FBgn0260943,228,370,280,412
FBgn0260944,586,564,588,568
FBgn0260945,1644,1661,1713,1698
FBgn0260953,0,0,0,0
FBgn0260954,0,0,0,0
FBgn0260955,0,2,1,0
FBgn0260959,789,1098,872,1105
FBgn0260960,5427,5139,6268,5281
FBgn0260962,1324,838,1429,843
FBgn0260964,132,142,137,145
FBgn0260965,959,1125,1054,1194
FBgn0260967,8,5,3,8
FBgn0260968,4,11,6,7
FBgn0260969,7,10,11,10
FBgn0260970,1402,1530,1635,1710
FBgn0260971,5,4,5,3
FBgn0260972,510,708,581,758
FBgn0260985,597,803,653,930
FBgn0260986,471,567,505,521
FBgn0260987,1191,995,1197,1113
FBgn0260990,4586,6788,4615,6357
FBgn0260991,883,1029,890,954
FBgn0260995,19,16,23,15
FBgn0260996,3,2,4,4
FBgn0260997,1,0,2,2
FBgn0261004,353,420,323,376
FBgn0261006,1,2,1,2
FBgn0261015,31,16,21,17
FBgn0261016,892,1109,1017,1041
FBgn0261019,0,0,0,0
FBgn0261020,383,383,459,458
FBgn0261041,465,755,487,836
FBgn0261046,16,12,16,11
FBgn0261049,344,352,314,404
FBgn0261053,691,398,694,481
FBgn0261054,0,1,3,1
FBgn0261055,3,0,1,1
FBgn0261057,0,0,1,0
FBgn0261058,41,52,41,36
FBgn0261059,32,55,27,39
FBgn0261060,7,4,4,2
FBgn0261061,0,1,1,2
FBgn0261064,606,573,665,672
FBgn0261065,348,367,432,446
FBgn0261067,487,519,493,662
FBgn0261068,412,404,409,514
FBgn0261085,17,28,21,28
FBgn0261086,110,121,113,137
FBgn0261089,134,27,117,31
FBgn0261090,66,71,79,67
FBgn0261108,1021,1025,1124,1125
FBgn0261109,540,601,547,647
FBgn0261111,354,411,417,399
FBgn0261112,431,632,524,679
FBgn0261113,10894,10560,10937,10517
FBgn0261119,510,614,624,698
FBgn0261238,1234,1313,1360,1352
FBgn0261239,2960,3283,2998,3355
FBgn0261243,770,1132,788,1180
FBgn0261244,4660,4685,5302,4379
FBgn0261245,85,90,102,95
FBgn0261258,4517,5932,5123,6287
FBgn0261260,2037,1535,2487,1720
FBgn0261261,251,313,255,285
FBgn0261262,123,210,127,203
FBgn0261266,174,194,187,202
FBgn0261267,1,2,2,3
FBgn0261268,626,659,626,755
FBgn0261269,50,51,58,56
FBgn0261270,431,384,396,422
FBgn0261274,757,1035,888,1142
FBgn0261276,1120,1109,1256,1205
FBgn0261277,153,204,145,164
FBgn0261278,436,443,368,361
FBgn0261279,605,835,721,895
FBgn0261283,3453,3539,3773,3713
FBgn0261284,76,73,80,64
FBgn0261285,1193,1475,1489,1759
FBgn0261286,788,699,739,744
FBgn0261287,121,123,121,107
FBgn0261289,30,44,23,44
FBgn0261290,1,2,5,0
FBgn0261291,0,2,0,0
FBgn0261292,2,1,0,3
FBgn0261293,0,1,2,0
FBgn0261294,1,1,2,2
FBgn0261341,127,66,173,83
FBgn0261349,99,116,88,115
FBgn0261353,0,0,0,0
FBgn0261356,23,28,16,12
FBgn0261357,0,0,0,0
FBgn0261358,0,0,0,0
FBgn0261360,1,3,1,0
FBgn0261361,1,0,0,2
FBgn0261363,169,175,208,194
FBgn0261373,138,160,163,180
FBgn0261380,217,214,217,254
FBgn0261381,0,0,0,0
FBgn0261385,1268,1659,1244,1581
FBgn0261386,0,0,0,1
FBgn0261387,782,878,801,895
FBgn0261393,233,242,263,236
FBgn0261394,695,789,841,962
FBgn0261395,3,4,0,4
FBgn0261396,969,1106,1116,1353
FBgn0261397,483,690,546,692
FBgn0261399,1,2,1,2
FBgn0261401,3,3,3,4
FBgn0261402,7,4,1,5
FBgn0261403,619,539,675,583
FBgn0261429,78,72,68,80
FBgn0261434,11,9,8,14
FBgn0261436,577,738,664,720
FBgn0261437,483,456,517,457
FBgn0261439,294,395,353,403
FBgn0261444,2077,1966,2464,2023
FBgn0261445,6078,5729,6337,6199
FBgn0261446,142,239,139,308
FBgn0261452,27,36,35,30
FBgn0261453,15,23,18,26
FBgn0261454,10,8,11,6
FBgn0261455,10,13,10,6
FBgn0261456,514,557,506,658
FBgn0261458,4641,4471,5321,5287
FBgn0261461,6996,5374,7564,5648
FBgn0261477,665,755,723,836
FBgn0261479,881,1213,1021,1307
FBgn0261501,17,8,7,15
FBgn0261502,1,2,2,0
FBgn0261503,12,14,8,6
FBgn0261504,625,515,695,626
FBgn0261505,1,0,0,0
FBgn0261506,1,5,1,2
FBgn0261507,2,2,2,2
FBgn0261508,50,44,69,64
FBgn0261509,264,268,266,257
FBgn0261514,8,9,5,7
FBgn0261522,1,2,1,1
FBgn0261523,1,3,8,4
FBgn0261524,544,539,498,582
FBgn0261526,2,6,2,1
FBgn0261529,25,44,29,30
FBgn0261530,239,377,283,429
FBgn0261531,0,1,1,3
FBgn0261532,972,1197,1189,1203
FBgn0261534,4,2,2,2
FBgn0261535,373,360,424,401
FBgn0261536,0,0,0,0
FBgn0261537,0,0,0,0
FBgn0261538,0,0,0,0
FBgn0261545,5263,5774,5961,5834
FBgn0261547,3931,4235,4334,4425
FBgn0261549,559,713,564,773
FBgn0261550,8100,8208,8913,9013
FBgn0261552,7030,5880,7574,6122
FBgn0261553,885,950,965,968
FBgn0261554,648,721,813,894
FBgn0261555,584,582,633,676
FBgn0261556,5598,6124,6546,6346
FBgn0261560,11126,9888,12129,11348
FBgn0261561,157,192,197,232
FBgn0261562,181,182,204,204
FBgn0261563,2036,2642,2237,2978
FBgn0261564,691,1015,770,1052
FBgn0261565,4573,5628,4993,6294
FBgn0261566,0,0,1,1
FBgn0261567,2,1,0,2
FBgn0261568,11,16,11,10
FBgn0261570,7029,5671,8008,6068
FBgn0261571,3,13,5,16
FBgn0261573,490,611,574,634
FBgn0261574,1179,1398,1199,1427
FBgn0261575,65,61,56,59
FBgn0261580,0,0,0,0
FBgn0261581,1,1,3,3
FBgn0261582,0,0,0,0
FBgn0261583,0,1,0,2
FBgn0261584,20,14,24,17
FBgn0261586,30,2,32,4
FBgn0261587,16,19,22,18
FBgn0261588,679,334,832,438
FBgn0261592,218,219,250,214
FBgn0261596,1032,990,1097,1113
FBgn0261597,3205,3559,3560,3566
FBgn0261599,1712,1509,1989,1643
FBgn0261602,3485,2869,3937,3042
FBgn0261608,436,432,441,383
FBgn0261609,581,623,695,696
FBgn0261610,335,397,345,406
FBgn0261611,6,6,5,7
FBgn0261612,14,26,12,8
FBgn0261614,0,0,0,0
FBgn0261615,1,1,1,0
FBgn0261616,1,0,0,1
FBgn0261617,2493,2580,2693,2730
FBgn0261618,6289,6190,6430,6363
FBgn0261624,0,0,0,0
FBgn0261625,4124,4307,4159,4305
FBgn0261627,0,1,0,3
FBgn0261628,13,12,30,12
FBgn0261630,8,1,10,1
FBgn0261631,0,1,0,1
FBgn0261632,3,1,0,2
FBgn0261633,37,19,29,31
FBgn0261634,59,48,52,42
FBgn0261635,0,0,0,2
FBgn0261636,167,191,223,246
FBgn0261638,5,10,5,6
